ID_SURV,ID_SITE,DATE,SPECIES_CODE,NO,DENSITY,MIN_LEN,AVE_LEN,MAX_LEN,SOURCE,x,y
M118_5980_2022,M118_5980,2022-8,CEN_UNDE,3,5,40.64,45.72,50.8,MVS,560323.4357212431,2791479.199379321
M101_4776_2018,M101_4776,2018-3,CEN_UNDE,1,1.6666666666666667,53.34,53.34,53.34,MVS,564593.4373168582,2801064.6067642528
M82_4763_2018,M82_4763,2018-3,CEN_UNDE,1,1.6666666666666667,40.64,40.64,40.64,MVS,567688.9404240777,2810957.9609521884
M80_4877_2018,M80_4877,2018-7,CEN_UNDE,1,1.6666666666666667,50.8,50.8,50.8,MVS,567825.0126021978,2811496.856289147
M101_4149_2016,M101_4149,2016-2,CEN_UNDE,3,5,45.72,50.8,66.04,MVS,564608.5821143213,2801054.7127038143
L03_4229_2016,L03_4229,2016-4,CEN_UNDE,1,1.6666666666666667,50.8,50.8,50.8,MVS,579245.1709716711,2810636.909238903
M90_4867_2018,M90_4867,2018-7,CEN_UNDE,1,1.6666666666666667,60.96,60.96,60.96,MVS,569229.7897194179,2808025.6014666897
M66_4347_2016,M66_4347,2016-7,CEN_UNDE,1,1.6666666666666667,55.88,55.88,55.88,MVS,567052.4278178697,2815156.341128771
M93_4820_2018,M93_4820,2018-7,CEN_UNDE,2,3.3333333333333335,30.48,35.56,40.64,MVS,570106.7163453931,2806923.828471467
M80_6074_2022,M80_6074,2022-9,CEN_UNDE,1,1.6666666666666667,40.64,40.64,40.64,MVS,567816.955862632,2811499.0304340576
M99_6063_2022,M99_6063,2022-9,CEN_UNDE,1,1.6666666666666667,40.64,40.64,40.64,MVS,566114.0655899323,2801717.5976383095
M118_4779_2018,M118_4779,2018-3,CEN_UNDE,1,1.6666666666666667,50.8,50.8,50.8,MVS,560335.5119668562,2791481.467978316
M82_5881_2022,M82_5881,2022-1,CEN_UNDE,3,5,40.64,45.72,60.96,MVS,567690.9630581051,2810955.7563004233
M95_4300_2016,M95_4300,2016-7,CEN_UNDE,1,1.6666666666666667,60.96,60.96,60.96,MVS,568499.1989104962,2805308.678561874
M101_4828_2018,M101_4828,2018-7,CEN_UNDE,1,1.6666666666666667,40.64,40.64,40.64,MVS,564595.4396416455,2801066.831167083
M60_6055_2022,M60_6055,2022-9,CEN_UNDE,3,5,38.1,45.72,50.8,MVS,566306.7021406959,2817936.7080067797
M95_6059_2022,M95_6059,2022-9,CEN_UNDE,4,6.666666666666667,38.1,43.18,48.26,MVS,568510.232823319,2805315.3792423513
M101_4306_2016,M101_4306,2016-7,CEN_UNDE,1,1.6666666666666667,76.2,76.2,76.2,MVS,564595.519236362,2801050.2204866633
M101_6065_2022,M101_6065,2022-9,CEN_UNDE,1,1.6666666666666667,38.1,38.1,38.1,MVS,564595.4555606241,2801063.5090309726
M95_5829_2022,M95_5829,2022-1,CEN_UNDE,10,16.666666666666664,45.72,50.8,60.96,MVS,568509.2266657242,2805315.374120068
M102_4777_2018,M102_4777,2018-3,CEN_UNDE,1,1.6666666666666667,60.96,60.96,60.96,MVS,563873.0421451194,2801011.3410257
M96_5830_2022,M96_5830,2022-1,CEN_UNDE,1,1.6666666666666667,50.8,50.8,50.8,MVS,567039.3017021862,2803070.9953508023
L14_3667_2014,L14_3667,2014-2,CEN_UNDE,1,1.6666666666666667,58.42,58.42,58.42,MVS,581413.6651949233,2820574.9835938253
M92_4311_2016,M92_4311,2016-7,CEN_UNDE,5,8.333333333333332,35.56,60.96,76.2,MVS,569626.1811696779,2807436.2840755223
L12_4924_2018,L12_4924,2018-8,CHA_CAPI,2,3.3333333333333335,10.16,10.16,10.16,MVS,582151.6667806918,2821348.0837094304
M111_6000_2022,M111_6000,2022-8,CHA_FABE,2,3.3333333333333335,30.48,31.75,33.02,MVS,562679.5122440734,2797074.478393049
M116_4182_2016,M116_4182,2016-3,CHI_SCHO,1,1.6666666666666667,17.78,17.78,17.78,MVS,560566.8820452504,2795592.008887624
M38_6016_2022,M38_6016,2022-8,CHL_CHRY,1,1.6666666666666667,7.62,7.62,7.62,MVS,567202.4730905194,2823315.5645996663
L17_3670_2014,L17_3670,2014-2,CRY_ROSE,1,1.6666666666666667,10.16,10.16,10.16,MVS,581957.9906086834,2818839.5767528364
L02_4228_2016,L02_4228,2016-4,CRY_ROSE,3,5,7.62,7.62,10.16,MVS,578942.7277563694,2810413.6375257797
L07_3676_2014,L07_3676,2014-2,CRY_ROSE,1,1.6666666666666667,12.7,12.7,12.7,MVS,579931.9684588817,2813199.2032341454
M37_3713_2014,M37_3713,2014-3,CYP_VARI,3,5,2.54,2.54,2.54,MVS,567433.0202785494,2824024.381388401
M40_3813_2014,M40_3813,2014-8,DAS_AMER,2,3.3333333333333335,30.48,NA,35.56,MVS,567220.6073163812,2822507.2247280367
L21_4745_2018,L21_4745,2018-2,DAS_AMER,1,1.6666666666666667,81.28,81.28,81.28,MVS,580832.4118371026,2815633.2628144445
L11_3664_2014,L11_3664,2014-2,DAS_AMER,1,1.6666666666666667,91.44,91.44,91.44,MVS,582582.7950364434,2821840.244331391
M91_4113_2016,M91_4113,2016-2,DAS_AMER,1,1.6666666666666667,91.44,91.44,91.44,MVS,569524.0802686408,2808309.513663009
M39_3715_2014,M39_3715,2014-3,DAS_AMER,1,1.6666666666666667,33.02,33.02,33.02,MVS,567191.2508631918,2823149.3921147767
L00_5925_2022,L00_5925,2022-3,DAS_AMER,1,1.6666666666666667,137.16,137.16,137.16,MVS,577553.6160684413,2809727.786062056
M55_6046_2022,M55_6046,2022-8,DAS_AMER,1,1.6666666666666667,60.96,60.96,60.96,MVS,566339.482766043,2819029.9055972598
M109_4297_2016,M109_4297,2016-7,DIP_PAUC,1,1.6666666666666667,5.08,5.08,5.08,MVS,563052.0903133075,2797922.2636091653
M82_3650_2014,M82_3650,2014-1,ECH_NAUC,1,1.6666666666666667,17.78,17.78,17.78,MVS,567684.8616622997,2810969.0146347964
L12_5942_2022,L12_5942,2022-8,EQU_PUNC,1,1.6666666666666667,10.16,10.16,10.16,MVS,582140.4691116256,2821371.271886154
M61_4722_2018,M61_4722,2018-2,FLO_CARP,35,58.333333333333336,2.54,5.08,7.62,MVS,566304.2479063045,2817417.31088681
M88_4869_2018,M88_4869,2018-7,FLO_CARP,2,3.3333333333333335,5.08,5.08,5.08,MVS,568062.7758234453,2808636.4757904857
M45_4177_2016,M45_4177,2016-2,FLO_CARP,120,200,2.54,5.08,7.62,MVS,566777.3608776397,2821519.382993605
M26_4255_2016,M26_4255,2016-7,FLO_CARP,122,203.33333333333331,2.54,5.08,10.16,MVS,569830.8341126794,2829320.721591856
L21_4745_2018,L21_4745,2018-2,FLO_CARP,10,16.666666666666664,5.08,5.08,5.08,MVS,580832.4118371026,2815633.2628144445
L09_4748_2018,L09_4748,2018-2,FLO_CARP,30,50,5.08,7.62,7.62,MVS,580241.4320682585,2813916.469380771
M25_5994_2022,M25_5994,2022-8,FLO_CARP,2,3.3333333333333335,2.54,3.81,5.08,MVS,569576.6761514497,2829907.0814505685
M51_5892_2022,M51_5892,2022-2,FLO_CARP,10,16.666666666666664,2.54,2.54,5.08,MVS,566310.5086572684,2820414.0538149714
M43_6034_2022,M43_6034,2022-8,FLO_CARP,15,25,1.27,1.27,2.54,MVS,566844.9433077145,2822072.3320460944
M41_4185_2016,M41_4185,2016-3,FLO_CARP,5,8.333333333333332,2.54,5.08,7.62,MVS,566959.2971438864,2822314.3259832165
M59_6054_2022,M59_6054,2022-9,FLO_CARP,22,36.666666666666664,1.27,2.54,7.62,MVS,566309.324279558,2818219.1159472875
M42_4702_2018,M42_4702,2018-2,FLO_CARP,20,33.33333333333333,2.54,7.62,7.62,MVS,566914.5987094962,2822210.0029112813
M38_5888_2022,M38_5888,2022-2,FLO_CARP,15,25,1.27,2.54,3.81,MVS,567204.4938433167,2823313.3598842616
M86_3654_2014,M86_3654,2014-1,FLO_CARP,22,36.666666666666664,1.27,2.54,3.81,MVS,567691.323526725,2809487.314553653
M90_4114_2016,M90_4114,2016-2,FLO_CARP,10,16.666666666666664,2.54,5.08,6.35,MVS,569238.8718440277,2808020.111123579
M56_4716_2018,M56_4716,2018-2,FLO_CARP,100,166.66666666666669,2.54,5.08,7.62,MVS,566358.541445849,2818835.0919729713
M36_4881_2018,M36_4881,2018-7,FLO_CARP,1,1.6666666666666667,6.35,6.35,6.35,MVS,568991.2490441214,2824643.650099855
M57_4717_2018,M57_4717,2018-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566399.9172795631,2818599.414114347
M42_4184_2016,M42_4184,2016-3,FLO_CARP,60,100,2.54,5.08,7.62,MVS,566922.6211795857,2822213.36539391
M88_4116_2016,M88_4116,2016-2,FLO_CARP,40,66.66666666666666,2.54,3.81,6.35,MVS,568079.859436476,2808639.884588943
M33_4193_2016,M33_4193,2016-3,FLO_CARP,5,8.333333333333332,5.08,5.08,7.62,MVS,569312.5524143673,2826232.2873369744
M56_5894_2022,M56_5894,2022-2,FLO_CARP,1,1.6666666666666667,2.54,2.54,2.54,MVS,566372.5475144107,2818848.450614305
M54_4714_2018,M54_4714,2018-2,FLO_CARP,200,333.33333333333337,0,5.08,7.62,MVS,566294.4079380824,2819403.994488604
M95_4770_2018,M95_4770,2018-3,FLO_CARP,7,11.666666666666666,2.54,5.08,5.08,MVS,568508.2261456555,2805314.2616079263
M30_4205_2016,M30_4205,2016-3,FLO_CARP,5,8.333333333333332,5.08,5.08,7.62,MVS,569559.9864706271,2827331.058423963
L08_5937_2022,L08_5937,2022-4,FLO_CARP,12,20,2.54,5.08,5.08,MVS,580047.248733557,2813429.134505595
M25_4254_2016,M25_4254,2016-7,FLO_CARP,60,100,2.54,5.08,7.62,MVS,569588.3584348018,2829913.7871904965
M40_4700_2018,M40_4700,2018-2,FLO_CARP,150,250,2.54,5.08,7.62,MVS,567223.5216429969,2822527.1732958336
M38_3811_2014,M38_3811,2014-8,FLO_CARP,7,11.666666666666666,0,0,2.54,MVS,567208.5910631003,2823297.8763307803
M47_4175_2016,M47_4175,2016-2,FLO_CARP,20,33.33333333333333,2.54,5.08,7.62,MVS,566973.3778336517,2821108.3969187657
M64_4719_2018,M64_4719,2018-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566637.1614580124,2815766.6780098043
M56_4166_2016,M56_4166,2016-2,FLO_CARP,100,166.66666666666669,2.54,5.08,7.62,MVS,566378.6058159578,2818842.9434986785
M64_4122_2016,M64_4122,2016-2,FLO_CARP,1,1.6666666666666667,5.08,5.08,5.08,MVS,566652.4982590352,2815917.364614595
M36_4696_2018,M36_4696,2018-2,FLO_CARP,35,58.333333333333336,0,2.54,5.08,MVS,568989.1938513179,2824652.4990510144
M61_3771_2014,M61_3771,2014-4,FLO_CARP,6,10,1.27,2.54,3.81,MVS,566303.2262099555,2817420.628118908
M89_5866_2022,M89_5866,2022-1,FLO_CARP,250,416.6666666666667,1.27,2.54,5.08,MVS,568739.989122556,2808200.2755430355
M86_4871_2018,M86_4871,2018-7,FLO_CARP,2,3.3333333333333335,5.08,5.08,5.08,MVS,567698.3644351547,2809487.350032262
M31_4206_2016,M31_4206,2016-3,FLO_CARP,40,66.66666666666666,5.08,7.62,10.16,MVS,569556.0440919298,2826931.248042572
M28_5856_2022,M28_5856,2022-1,FLO_CARP,10,16.666666666666664,2.54,2.54,5.08,MVS,570043.7621085112,2828174.1470991164
M63_4724_2018,M63_4724,2018-2,FLO_CARP,35,58.333333333333336,2.54,2.54,5.08,MVS,566592.3668706216,2816687.8364872052
M34_5867_2022,M34_5867,2022-1,FLO_CARP,200,333.33333333333337,1.27,2.54,7.62,MVS,569070.2450804128,2825493.4704070888
M85_3653_2014,M85_3653,2014-1,FLO_CARP,13,21.666666666666668,1.27,1.905,2.54,MVS,567575.0336911295,2810009.4325743783
L09_4235_2016,L09_4235,2016-4,FLO_CARP,2,3.3333333333333335,5.08,5.08,5.08,MVS,580241.379058168,2813925.3287403597
M39_4699_2018,M39_4699,2018-2,FLO_CARP,150,250,2.54,5.08,7.62,MVS,567197.2630612165,2823152.7446733373
M115_5986_2022,M115_5986,2022-8,FLO_CARP,80,133.33333333333331,1.27,2.54,5.08,MVS,560809.5426218832,2796263.0693692737
M38_6016_2022,M38_6016,2022-8,FLO_CARP,4,6.666666666666667,1.27,5.08,7.62,MVS,567202.4730905194,2823315.5645996663
M46_4176_2016,M46_4176,2016-2,FLO_CARP,10,16.666666666666664,2.54,5.08,7.62,MVS,566984.3389871573,2821327.7243538154
M30_4688_2018,M30_4688,2018-2,FLO_CARP,20,33.33333333333333,5.08,5.08,7.62,MVS,569566.9487073713,2827344.3841522634
M87_3655_2014,M87_3655,2014-1,FLO_CARP,5,8.333333333333332,1.27,2.54,2.54,MVS,567654.3706719144,2809035.3001938937
M25_4683_2018,M25_4683,2018-2,FLO_CARP,1,1.6666666666666667,2.54,2.54,2.54,MVS,569580.6760541818,2829910.424703513
M115_5840_2022,M115_5840,2022-1,FLO_CARP,1,1.6666666666666667,1.27,1.27,1.27,MVS,560820.6425854837,2796257.582399098
M41_5900_2022,M41_5900,2022-2,FLO_CARP,5,8.333333333333332,2.54,2.54,5.08,MVS,566954.2450024073,2822319.8378643123
M67_4727_2018,M67_4727,2018-2,FLO_CARP,25,41.66666666666667,2.54,5.08,7.62,MVS,567302.5666841518,2814999.2324220897
M26_3658_2014,M26_3658,2014-1,FLO_CARP,28,46.666666666666664,1.27,1.27,2.54,MVS,569799.6893539744,2829322.404191811
M40_3716_2014,M40_3716,2014-3,FLO_CARP,1,1.6666666666666667,1.27,1.27,1.27,MVS,567235.6190227759,2822519.4820801616
M61_4934_2018,M61_4934,2018-8,FLO_CARP,150,250,1.27,2.54,6.35,MVS,566299.2545664376,2817410.641582498
M43_4703_2018,M43_4703,2018-2,FLO_CARP,10,16.666666666666664,2.54,5.08,5.08,MVS,566851.9665186794,2822074.582047749
M28_4686_2018,M28_4686,2018-2,FLO_CARP,50,83.33333333333334,0,5.08,7.62,MVS,570050.7757656825,2828177.506307372
M37_3713_2014,M37_3713,2014-3,FLO_CARP,15,25,1.27,2.54,2.54,MVS,567433.0202785494,2824024.381388401
M63_3773_2014,M63_3773,2014-4,FLO_CARP,9,15,1.27,1.27,1.27,MVS,566592.3833865621,2816684.514279586
M26_4684_2018,M26_4684,2018-2,FLO_CARP,15,25,2.54,5.08,7.62,MVS,569795.6719234281,2829322.3831510223
M88_5887_2022,M88_5887,2022-1,FLO_CARP,14,23.333333333333332,2.54,2.54,5.08,MVS,568059.8141803304,2808625.386569832
M45_6036_2022,M45_6036,2022-8,FLO_CARP,15,25,1.27,2.54,5.08,MVS,566756.2073736094,2821529.2442817455
M29_3661_2014,M29_3661,2014-1,FLO_CARP,12,20,1.27,1.27,2.54,MVS,569972.0406983894,2828059.702814957
M36_4190_2016,M36_4190,2016-3,FLO_CARP,50,83.33333333333334,5.08,7.62,10.16,MVS,568994.234558091,2824649.2027580882
M119_4287_2016,M119_4287,2016-7,FLO_CARP,50,83.33333333333334,0,2.54,5.08,MVS,560460.152628475,2792664.7095427318
M40_6031_2022,M40_6031,2022-8,FLO_CARP,75,125,1.27,2.54,7.62,MVS,567225.5592269601,2822521.6463490627
M55_4167_2016,M55_4167,2016-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566340.531809919,2819021.051337123
M50_4895_2018,M50_4895,2018-7,FLO_CARP,2,3.3333333333333335,5.08,5.08,5.08,MVS,566553.9339055384,2820978.9474745877
M83_4874_2018,M83_4874,2018-7,FLO_CARP,15,25,2.54,5.08,7.62,MVS,567778.2224334847,2810605.142958952
M87_4758_2018,M87_4758,2018-3,FLO_CARP,1,1.6666666666666667,2.54,2.54,2.54,MVS,567638.2599035334,2809038.541351307
M92_4819_2018,M92_4819,2018-7,FLO_CARP,25,41.66666666666667,2.54,2.54,5.08,MVS,569622.2603805633,2807416.330139127
M34_4192_2016,M34_4192,2016-3,FLO_CARP,180,300,2.54,5.08,7.62,MVS,569082.346670838,2825484.6734542446
M90_4313_2016,M90_4313,2016-7,FLO_CARP,25,41.66666666666667,2.54,5.08,7.62,MVS,569239.8321682923,2808028.9754622653
M35_4264_2016,M35_4264,2016-7,FLO_CARP,25,41.66666666666667,2.54,5.08,7.62,MVS,569048.1235882926,2824979.1312836325
L20_4333_2016,L20_4333,2016-7,FLO_CARP,50,83.33333333333334,2.54,5.08,10.16,MVS,580807.5237172933,2815592.136570488
M65_4725_2018,M65_4725,2018-2,FLO_CARP,30,50,2.54,5.08,7.62,MVS,566734.7966318039,2815542.3558434392
M63_4159_2016,M63_4159,2016-2,FLO_CARP,115,191.66666666666669,1.27,5.08,7.62,MVS,566597.398888618,2816686.7540742923
M43_5902_2022,M43_5902,2022-2,FLO_CARP,1,1.6666666666666667,5.08,5.08,5.08,MVS,566848.918592088,2822081.2114307415
M91_5864_2022,M91_5864,2022-1,FLO_CARP,5,8.333333333333332,1.27,1.27,2.54,MVS,569537.0944071003,2808321.7626625192
M41_4701_2018,M41_4701,2018-2,FLO_CARP,50,83.33333333333334,2.54,2.54,5.08,MVS,566959.2638538845,2822320.970447239
L20_4746_2018,L20_4746,2018-2,FLO_CARP,20,33.33333333333333,5.08,5.08,7.62,MVS,580798.6486172086,2815563.2890103967
M108_6003_2022,M108_6003,2022-8,FLO_CARP,1,1.6666666666666667,2.54,2.54,2.54,MVS,562784.6110861443,2798288.6723290896
L21_5933_2022,L21_5933,2022-4,FLO_CARP,21,35,2.54,5.08,7.62,MVS,580835.3813002282,2815641.032970809
M47_4709_2018,M47_4709,2018-2,FLO_CARP,5,8.333333333333332,2.54,5.08,5.08,MVS,566957.270569534,2821113.853434637
M120_5983_2022,M120_5983,2022-8,FLO_CARP,6,10,2.54,2.54,5.08,MVS,560210.1216642426,2794308.060509543
L08_5960_2022,L08_5960,2022-8,FLO_CARP,35,58.333333333333336,2.54,5.08,7.62,MVS,580048.1816059472,2813441.322115382
M90_3741_2014,M90_3741,2014-3,FLO_CARP,4,6.666666666666667,2.54,3.81,5.08,MVS,569241.8155589506,2808034.5227988097
L10_4747_2018,L10_4747,2018-2,FLO_CARP,15,25,5.08,7.62,7.62,MVS,580442.9005191693,2814527.887146631
M64_5816_2022,M64_5816,2022-1,FLO_CARP,20,33.33333333333333,2.54,5.08,5.08,MVS,566636.500608754,2815899.566183816
M91_4818_2018,M91_4818,2018-7,FLO_CARP,5,8.333333333333332,2.54,2.54,5.08,MVS,569529.2417009689,2808284.0695853275
M26_4201_2016,M26_4201,2016-3,FLO_CARP,30,50,2.54,5.08,10.16,MVS,569808.7691791266,2829314.6995682884
M39_5889_2022,M39_5889,2022-2,FLO_CARP,20,33.33333333333333,2.54,5.08,7.62,MVS,567199.278266783,2823151.647369198
M35_4191_2016,M35_4191,2016-3,FLO_CARP,49,81.66666666666667,2.54,5.08,7.62,MVS,569042.7748218626,2824977.257875878
M25_5853_2022,M25_5853,2022-1,FLO_CARP,2,3.3333333333333335,2.54,3.81,5.08,MVS,569584.82632993,2829884.9749153764
M43_4179_2016,M43_4179,2016-2,FLO_CARP,80,133.33333333333331,2.54,5.08,7.62,MVS,566846.9309505805,2822076.7717382438
M57_3767_2014,M57_3767,2014-4,FLO_CARP,4,6.666666666666667,1.27,1.27,1.27,MVS,566406.9314128736,2818603.8786408002
M54_4168_2016,M54_4168,2016-2,FLO_CARP,25,41.66666666666667,2.54,5.08,7.62,MVS,566305.4365779925,2819409.5863005724
L20_4246_2016,L20_4246,2016-4,FLO_CARP,10,16.666666666666664,2.54,5.08,7.62,MVS,580805.6063790759,2815576.6205217396
M58_6053_2022,M58_6053,2022-9,FLO_CARP,30,50,1.27,2.54,5.08,MVS,566312.9665120278,2818295.5467587495
M29_4204_2016,M29_4204,2016-3,FLO_CARP,90,150,2.54,7.62,11.43,MVS,569972.992847065,2828069.6748912544
M31_4689_2018,M31_4689,2018-2,FLO_CARP,150,250,0,5.08,7.62,MVS,569558.0358432028,2826934.580780389
M87_4117_2016,M87_4117,2016-2,FLO_CARP,30,50,2.54,5.08,7.62,MVS,567698.6571947592,2809029.986139532
M34_6012_2022,M34_6012,2022-8,FLO_CARP,90,150,1.27,2.54,7.62,MVS,569071.3013015982,2825483.5088440753
M59_3769_2014,M59_3769,2014-4,FLO_CARP,16,26.666666666666668,1.27,1.27,1.27,MVS,566312.334355064,2818220.2382888976
M44_5903_2022,M44_5903,2022-2,FLO_CARP,5,8.333333333333332,1.27,2.54,5.08,MVS,566804.0492694752,2821809.6648801374
M33_4691_2018,M33_4691,2018-2,FLO_CARP,1,1.6666666666666667,2.54,2.54,2.54,MVS,569305.5375430407,2826228.928552598
M45_4890_2018,M45_4890,2018-7,FLO_CARP,25,41.66666666666667,1.27,1.27,2.54,MVS,566758.2227816547,2821528.146908698
M37_4882_2018,M37_4882,2018-7,FLO_CARP,25,41.66666666666667,1.27,2.54,5.08,MVS,567443.1069501779,2824016.680227719
M38_3714_2014,M38_3714,2014-3,FLO_CARP,3,5,2.54,2.54,2.54,MVS,567198.4761501906,2823311.1147324992
M58_4718_2018,M58_4718,2018-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566303.9473056835,2818289.964925524
M86_5885_2022,M86_5885,2022-1,FLO_CARP,5,8.333333333333332,2.54,2.54,5.08,MVS,567692.3237909117,2809488.4270161833
M63_5911_2022,M63_5911,2022-2,FLO_CARP,70,116.66666666666667,2.54,5.08,7.62,MVS,566587.3348534853,2816688.918901993
L07_5938_2022,L07_5938,2022-4,FLO_CARP,6,10,5.08,5.08,7.62,MVS,579944.6517130465,2813264.61882917
M59_4720_2018,M59_4720,2018-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566321.392010308,2818218.068296695
M66_4121_2016,M66_4121,2016-2,FLO_CARP,60,100,2.54,3.81,7.62,MVS,567076.5412276078,2815159.784067168
M34_4694_2018,M34_4694,2018-2,FLO_CARP,80,133.33333333333331,0,5.08,7.62,MVS,569078.3395515953,2825482.4378200495
M49_4705_2018,M49_4705,2018-2,FLO_CARP,50,83.33333333333334,2.54,7.62,7.62,MVS,566676.1825592521,2821051.5398273445
M29_4687_2018,M29_4687,2018-2,FLO_CARP,75,125,0,7.62,10.16,MVS,569990.0045934914,2828081.9461643207
L09_4912_2018,L09_4912,2018-8,FLO_CARP,1,1.6666666666666667,7.62,7.62,7.62,MVS,580241.4917044234,2813906.5026013465
M115_4810_2018,M115_4810,2018-7,FLO_CARP,20,33.33333333333333,0.635,1.27,2.54,MVS,560830.6758893295,2796265.3793102433
M39_6017_2022,M39_6017,2022-8,FLO_CARP,80,133.33333333333331,1.27,2.54,5.08,MVS,567196.247103768,2823154.9544437244
M25_4200_2016,M25_4200,2016-3,FLO_CARP,30,50,2.54,5.08,10.16,MVS,569585.8364285049,2829883.8727358542
M30_3662_2014,M30_3662,2014-1,FLO_CARP,2,3.3333333333333335,2.54,2.54,2.54,MVS,569567.0873352351,2827317.806043428
M62_4723_2018,M62_4723,2018-2,FLO_CARP,15,25,2.54,5.08,7.62,MVS,566336.1441629818,2817066.413511166
M65_5817_2022,M65_5817,2022-1,FLO_CARP,85,141.66666666666669,2.54,5.08,7.62,MVS,566735.8020204441,2815542.3608500063
M53_5870_2022,M53_5870,2022-1,FLO_CARP,50,83.33333333333334,1.27,2.54,5.08,MVS,566483.7917658759,2819723.8750310503
M66_5818_2022,M66_5818,2022-1,FLO_CARP,18,30,2.54,5.08,5.08,MVS,567070.5641340695,2815148.679867891
M48_6039_2022,M48_6039,2022-8,FLO_CARP,1,1.6666666666666667,5.08,5.08,5.08,MVS,567066.7627392183,2820923.9230243526
L21_3889_2014,L21_3889,2014-10,FLO_CARP,6,10,0,0,2.54,MVS,580829.3154603064,2815646.5337007456
M41_6032_2022,M41_6032,2022-8,FLO_CARP,125,208.33333333333334,1.27,2.54,5.08,MVS,566957.3040275979,2822310.9936821205
M27_4256_2016,M27_4256,2016-7,FLO_CARP,15,25,2.54,5.08,10.16,MVS,569983.0796989901,2828699.499864021
M48_4710_2018,M48_4710,2018-2,FLO_CARP,120,200,0,2.54,7.62,MVS,567066.7127522903,2820933.8897048435
M111_4111_2016,M111_4111,2016-2,FLO_CARP,1,1.6666666666666667,1.27,1.27,1.27,MVS,562666.4705749996,2797064.4513071673
M66_4726_2018,M66_4726,2018-2,FLO_CARP,15,25,2.54,5.08,7.62,MVS,567070.5475099231,2815152.0020713103
M50_4370_2016,M50_4370,2016-8,FLO_CARP,75,125,2.54,5.08,7.62,MVS,566544.8835736997,2820980.009868414
M29_4258_2016,M29_4258,2016-7,FLO_CARP,15,25,2.54,5.08,10.16,MVS,569974.6456245298,2828073.7442270294
M27_3659_2014,M27_3659,2014-1,FLO_CARP,2,3.3333333333333335,1.27,1.905,2.54,MVS,569968.6173510961,2828711.975092242
M40_4186_2016,M40_4186,2016-3,FLO_CARP,3,5,5.08,5.08,5.08,MVS,567224.6992012205,2822492.848600255
M50_4706_2018,M50_4706,2018-2,FLO_CARP,50,83.33333333333334,2.54,5.08,7.62,MVS,566549.880916632,2820985.57191714
M88_4757_2018,M88_4757,2018-3,FLO_CARP,1,1.6666666666666667,5.08,5.08,5.08,MVS,568062.8375163894,2808624.2944591455
M41_4317_2016,M41_4317,2016-7,FLO_CARP,25,41.66666666666667,2.54,2.54,5.08,MVS,566954.2949336169,2822309.871168376
M39_4187_2016,M39_4187,2016-3,FLO_CARP,75,125,2.54,5.08,7.62,MVS,567204.3636315032,2823139.4911070075
M57_5895_2022,M57_5895,2022-2,FLO_CARP,4,6.666666666666667,2.54,2.54,5.08,MVS,566404.8441786948,2818619.372335303
M46_5905_2022,M46_5905,2022-2,FLO_CARP,1,1.6666666666666667,7.62,7.62,7.62,MVS,566984.3889206791,2821317.7576695764
M45_3721_2014,M45_3721,2014-3,FLO_CARP,14,23.333333333333332,1.27,1.27,2.54,MVS,566771.2538048639,2821534.856607866
L08_4234_2016,L08_4234,2016-4,FLO_CARP,3,5,7.62,7.62,7.62,MVS,580049.2532672879,2813430.253926897
M37_4189_2016,M37_4189,2016-3,FLO_CARP,25,41.66666666666667,2.54,5.08,7.62,MVS,567440.1430189384,2824006.6982836877
M119_4805_2018,M119_4805,2018-7,FLO_CARP,25,41.66666666666667,0.635,1.27,2.54,MVS,560450.1064865148,2792659.1277229874
M54_3764_2014,M54_3764,2014-4,FLO_CARP,38,63.33333333333333,1.27,1.27,2.54,MVS,566307.4742123503,2819404.0592330014
M65_4123_2016,M65_4123,2016-2,FLO_CARP,25,41.66666666666667,2.54,3.81,5.08,MVS,566737.7741942897,2815550.1226717997
M104_4797_2018,M104_4797,2018-3,FLO_CARP,2,3.3333333333333335,5.08,5.08,5.08,MVS,563318.795780718,2800297.775002996
M45_4707_2018,M45_4707,2018-2,FLO_CARP,50,83.33333333333334,5.08,5.08,7.62,MVS,566748.173390158,2821528.0967303747
M46_4708_2018,M46_4708,2018-2,FLO_CARP,5,8.333333333333332,5.08,7.62,7.62,MVS,566978.3425456317,2821321.049689807
M34_4263_2016,M34_4263,2016-7,FLO_CARP,170,283.33333333333337,2.54,5.08,7.62,MVS,569068.8921828162,2825496.0474507147
M104_5913_2022,M104_5913,2022-2,FLO_CARP,3,5,5.08,5.08,5.08,MVS,563318.7905808955,2800298.8823789377
M49_5890_2022,M49_5890,2022-2,FLO_CARP,1,1.6666666666666667,5.08,5.08,5.08,MVS,566662.1957243488,2821034.858549269
M27_4685_2018,M27_4685,2018-2,FLO_CARP,75,125,2.54,7.62,10.16,MVS,569966.7189821389,2828690.9234991334
M55_5872_2022,M55_5872,2022-1,FLO_CARP,40,66.66666666666666,1.27,2.54,5.08,MVS,566336.3685782043,2819049.8239462767
