LIFE_STAGE,SPECIES_CODE,SOURCE,x,y,PRES,PRES2
SUBADULT,SCA_COER,MVS,580807.5237172933,2815592.136570488,0,ABSENCE
SUBADULT,SCA_COER,MVS,580811.6254945106,2815578.8717429573,0,ABSENCE
SUBADULT,SCA_COER,MVS,580825.3940209511,2815629.8980958634,0,ABSENCE
SUBADULT,SCA_COER,MVS,580829.3154603064,2815646.5337007456,0,ABSENCE
SUBADULT,SCA_COER,MVS,580830.320866963,2815646.539764964,0,ABSENCE
SUBADULT,SCA_COER,MVS,580832.4118371026,2815633.2628144445,0,ABSENCE
SUBADULT,SCA_COER,MVS,580833.3704860724,2815641.0208417103,0,ABSENCE
SUBADULT,SCA_COER,MVS,580835.3813002282,2815641.032970809,0,ABSENCE
SUBADULT,SCA_COER,MVS,580836.4134275697,2815636.6093423883,0,ABSENCE
SUBADULT,SCA_COER,MVS,580840.4283768418,2815637.74102504,0,ABSENCE
SUBADULT,SCA_COER,MVS,581367.1178917845,2820791.7648309385,0,ABSENCE
SUBADULT,SCA_COER,MVS,581375.2456655845,2820777.4171482283,0,ABSENCE
SUBADULT,SCA_COER,MVS,581375.3669610774,2820757.4833884994,0,ABSENCE
SUBADULT,SCA_COER,MVS,581378.3505849014,2820762.669747038,0,ABSENCE
SUBADULT,SCA_COER,MVS,581378.3752941024,2820758.6091663633,0,ABSENCE
SUBADULT,SCA_COER,MVS,581378.3887718343,2820756.394304187,0,ABSENCE
SUBADULT,SCA_COER,MVS,581381.2758003938,2820777.4538426455,0,ABSENCE
SUBADULT,SCA_COER,MVS,581385.2891508045,2820778.5857382286,0,ABSENCE
SUBADULT,SCA_COER,MVS,581413.6651949233,2820574.9835938253,0,ABSENCE
SUBADULT,SCA_COER,MVS,581414.8657313962,2820542.874216247,0,ABSENCE
SUBADULT,SCA_COER,MVS,581419.8662126273,2820546.9653871274,0,ABSENCE
SUBADULT,SCA_COER,MVS,581421.88078697,2820546.2393368166,0,ABSENCE
SUBADULT,SCA_COER,MVS,581422.3931634037,2820462.0745943617,0,ABSENCE
SUBADULT,SCA_COER,MVS,581422.8723429526,2820548.4603171637,0,ABSENCE
SUBADULT,SCA_COER,MVS,581427.7964056233,2820565.1023747753,0,ABSENCE
SUBADULT,SCA_COER,MVS,581429.8469382165,2820558.47002751,0,ABSENCE
SUBADULT,SCA_COER,MVS,581917.0633518887,2818792.8124116166,0,ABSENCE
SUBADULT,SCA_COER,MVS,581925.1386268812,2818787.3244846845,0,ABSENCE
SUBADULT,SCA_COER,MVS,581927.1896463052,2818780.6922141644,0,ABSENCE
SUBADULT,SCA_COER,MVS,581928.1202513378,2818792.880090315,0,ABSENCE
SUBADULT,SCA_COER,MVS,581934.1173900835,2818798.4541568323,0,ABSENCE
SUBADULT,SCA_COER,MVS,581935.1157827921,2818799.567739764,0,ABSENCE
SUBADULT,SCA_COER,MVS,581937.1261271911,2818799.580047042,0,ABSENCE
SUBADULT,SCA_COER,MVS,581957.9906086834,2818839.5767528364,0,ABSENCE
SUBADULT,SCA_COER,MVS,582075.4596010037,2819026.3518232903,0,ABSENCE
SUBADULT,SCA_COER,MVS,582080.4650015826,2819029.7049369714,0,ABSENCE
SUBADULT,SCA_COER,MVS,582083.4600897513,2819033.0457220925,0,ABSENCE
SUBADULT,SCA_COER,MVS,582085.5179482229,2819025.3060427555,0,ABSENCE
SUBADULT,SCA_COER,MVS,582092.5064844858,2819033.1012117784,0,ABSENCE
SUBADULT,SCA_COER,MVS,582105.362874164,2819067.5117056323,0,ABSENCE
SUBADULT,SCA_COER,MVS,582107.407151802,2819061.986889255,0,ABSENCE
SUBADULT,SCA_COER,MVS,582129.2418608225,2819107.52721768,0,ABSENCE
SUBADULT,SCA_COER,MVS,582137.4065494788,2821379.005396389,0,ABSENCE
SUBADULT,SCA_COER,MVS,582138.4727598734,2821369.0446713977,0,ABSENCE
SUBADULT,SCA_COER,MVS,582140.4691116256,2821371.271886154,0,ABSENCE
SUBADULT,SCA_COER,MVS,582151.6667806918,2821348.0837094304,0,ABSENCE
SUBADULT,SCA_COER,MVS,582156.7121012873,2821344.7922858414,0,ABSENCE
SUBADULT,SCA_COER,MVS,582169.0645314816,2821297.246768093,0,ABSENCE
SUBADULT,SCA_COER,MVS,582173.1593392097,2821285.0897086863,0,ABSENCE
SUBADULT,SCA_COER,MVS,582174.1575189108,2821286.2033184078,0,ABSENCE
SUBADULT,SCA_COER,MVS,582305.5563930067,2819531.6650031786,0,ABSENCE
SUBADULT,SCA_COER,MVS,582306.6023849279,2819525.0265998994,0,ABSENCE
SUBADULT,SCA_COER,MVS,582307.4440050147,2819551.6111280457,0,ABSENCE
SUBADULT,SCA_COER,MVS,582308.6943714992,2819511.7497936627,0,ABSENCE
SUBADULT,SCA_COER,MVS,582309.4474253192,2819552.730925397,0,ABSENCE
SUBADULT,SCA_COER,MVS,582310.5411067833,2819538.34050483,0,ABSENCE
SUBADULT,SCA_COER,MVS,582310.6024208196,2819528.373625407,0,ABSENCE
SUBADULT,SCA_COER,MVS,582314.541137619,2819541.687531704,0,ABSENCE
SUBADULT,SCA_COER,MVS,582465.5392634948,2822275.866338543,0,ABSENCE
SUBADULT,SCA_COER,MVS,582522.6622044283,2822138.891744235,0,ABSENCE
SUBADULT,SCA_COER,MVS,582523.4642042631,2822226.0182357794,0,ABSENCE
SUBADULT,SCA_COER,MVS,582530.4075423008,2822186.5610866193,0,ABSENCE
SUBADULT,SCA_COER,MVS,582535.2474922301,2822216.49285945,0,ABSENCE
SUBADULT,SCA_COER,MVS,582537.1479030228,2822234.224231927,0,ABSENCE
SUBADULT,SCA_COER,MVS,582537.2778421654,2822213.182965726,0,ABSENCE
SUBADULT,SCA_COER,MVS,582540.3131102334,2822209.879278266,0,ABSENCE
SUBADULT,SCA_COER,MVS,582575.1043612988,2821783.7155029764,0,ABSENCE
SUBADULT,SCA_COER,MVS,582575.9246052847,2821813.6224438353,0,ABSENCE
SUBADULT,SCA_COER,MVS,582578.8710340171,2821824.7154137013,0,ABSENCE
SUBADULT,SCA_COER,MVS,582581.3686999783,2821799.997193766,0,ABSENCE
SUBADULT,SCA_COER,MVS,582582.7950364434,2821840.244331391,0,ABSENCE
SUBADULT,SCA_COER,MVS,582588.9615484055,2821818.132890978,0,ABSENCE
SUBADULT,SCA_COER,MVS,582588.9957586877,2821812.5957179614,0,ABSENCE
SUBADULT,SCA_COER,MVS,582590.028074323,2821808.1721884585,0,ABSENCE
SUBADULT,SCA_COER,RVC,397558.60850547947,2707873.860199154,0,ABSENCE
SUBADULT,SCA_COER,RVC,397571.80696310115,2707877.085839333,0,ABSENCE
SUBADULT,SCA_COER,RVC,398133.15729434404,2704515.422330042,0,ABSENCE
SUBADULT,SCA_COER,RVC,398167.9907593761,2704566.108724818,0,ABSENCE
SUBADULT,SCA_COER,RVC,398413.1354670904,2706222.073404796,0,ABSENCE
SUBADULT,SCA_COER,RVC,398439.623229358,2706240.706899061,0,ABSENCE
SUBADULT,SCA_COER,RVC,399014.28257658647,2704265.429944724,0,ABSENCE
SUBADULT,SCA_COER,RVC,399730.0220213783,2706117.3584609437,0,ABSENCE
SUBADULT,SCA_COER,RVC,399741.28951547865,2706133.8884681016,0,ABSENCE
SUBADULT,SCA_COER,RVC,399752.69159152935,2706169.2428568015,0,ABSENCE
SUBADULT,SCA_COER,RVC,399794.0241042988,2706137.9409282077,0,ABSENCE
SUBADULT,SCA_COER,RVC,399978.9787415416,2705921.790024731,0,ABSENCE
SUBADULT,SCA_COER,RVC,399979.35791849403,2705974.9411590453,0,ABSENCE
SUBADULT,SCA_COER,RVC,401488.9249129475,2704004.216376469,0,ABSENCE
SUBADULT,SCA_COER,RVC,401503.1084849561,2704003.0094428486,0,ABSENCE
SUBADULT,SCA_COER,RVC,401512.4413406015,2704032.842762814,0,ABSENCE
SUBADULT,SCA_COER,RVC,401543.9659726175,2704047.0172592956,0,ABSENCE
SUBADULT,SCA_COER,RVC,401576.19629227126,2706616.986725451,0,ABSENCE
SUBADULT,SCA_COER,RVC,401589.3404137234,2706612.464964278,0,ABSENCE
SUBADULT,SCA_COER,RVC,401807.4441551891,2704324.2265237956,0,ABSENCE
SUBADULT,SCA_COER,RVC,401887.7535640843,2704211.8210031926,0,ABSENCE
SUBADULT,SCA_COER,RVC,402012.60140710446,2704670.5041741454,0,ABSENCE
SUBADULT,SCA_COER,RVC,402072.78272387775,2704869.4093099707,0,ABSENCE
SUBADULT,SCA_COER,RVC,402441.2569797324,2707565.4877468483,0,ABSENCE
SUBADULT,SCA_COER,RVC,402456.8127160392,2707616.318267234,0,ABSENCE
SUBADULT,SCA_COER,RVC,402646.7001717114,2705334.9356796937,0,ABSENCE
SUBADULT,SCA_COER,RVC,402684.72765832284,2711244.6841995697,0,ABSENCE
SUBADULT,SCA_COER,RVC,402718.09970226453,2711235.593132363,0,ABSENCE
SUBADULT,SCA_COER,RVC,402838.4899728533,2706536.201123543,0,ABSENCE
SUBADULT,SCA_COER,RVC,402916.52034906385,2706534.553092115,0,ABSENCE
SUBADULT,SCA_COER,RVC,402942.1770710888,2708043.712341178,0,ABSENCE
SUBADULT,SCA_COER,RVC,402957.1628617876,2708012.602302875,0,ABSENCE
SUBADULT,SCA_COER,RVC,402984.54232647526,2706258.3488598857,0,ABSENCE
SUBADULT,SCA_COER,RVC,402998.13159631635,2706318.052387355,0,ABSENCE
SUBADULT,SCA_COER,RVC,403219.38585573644,2703717.5494053112,1,PRESENCE
SUBADULT,SCA_COER,RVC,403221.58122303436,2703741.896145103,0,ABSENCE
SUBADULT,SCA_COER,RVC,403406.4558208565,2707033.9104903177,0,ABSENCE
SUBADULT,SCA_COER,RVC,403424.66728584655,2707029.3555289987,0,ABSENCE
SUBADULT,SCA_COER,RVC,403524.551995042,2711228.900985583,0,ABSENCE
SUBADULT,SCA_COER,RVC,403524.96951380937,2711142.523461653,0,ABSENCE
SUBADULT,SCA_COER,RVC,403555.63663219265,2703967.7119582016,0,ABSENCE
SUBADULT,SCA_COER,RVC,403611.22087091074,2703942.9681675904,0,ABSENCE
SUBADULT,SCA_COER,RVC,403700.1090185073,2704044.2347065527,0,ABSENCE
SUBADULT,SCA_COER,RVC,403734.0792090978,2704710.6307713175,0,ABSENCE
SUBADULT,SCA_COER,RVC,403765.3173629089,2704092.511028959,0,ABSENCE
SUBADULT,SCA_COER,RVC,403914.0166586058,2707300.6172282845,1,PRESENCE
SUBADULT,SCA_COER,RVC,403954.13588752685,2707535.102671424,0,ABSENCE
SUBADULT,SCA_COER,RVC,403959.7345471382,2707316.914215704,0,ABSENCE
SUBADULT,SCA_COER,RVC,403961.977490119,2707496.291287306,0,ABSENCE
SUBADULT,SCA_COER,RVC,404014.3462123311,2708039.646726821,0,ABSENCE
SUBADULT,SCA_COER,RVC,404054.0875722462,2708071.4879482877,0,ABSENCE
SUBADULT,SCA_COER,RVC,404131.8526802299,2704475.3617921798,0,ABSENCE
SUBADULT,SCA_COER,RVC,404225.13728517445,2704330.7683666507,0,ABSENCE
SUBADULT,SCA_COER,RVC,404409.2381983809,2707544.1712870137,0,ABSENCE
SUBADULT,SCA_COER,RVC,404418.9829951625,2703620.7393945674,0,ABSENCE
SUBADULT,SCA_COER,RVC,404453.8404092563,2703678.08445154,0,ABSENCE
SUBADULT,SCA_COER,RVC,404468.00055596314,2707541.5557818166,0,ABSENCE
SUBADULT,SCA_COER,RVC,404533.5427315878,2707790.2648911616,0,ABSENCE
SUBADULT,SCA_COER,RVC,404602.49070318416,2707795.332018843,0,ABSENCE
SUBADULT,SCA_COER,RVC,404998.6442644969,2704639.9977422706,0,ABSENCE
SUBADULT,SCA_COER,RVC,404999.6578775558,2704639.990877838,0,ABSENCE
SUBADULT,SCA_COER,RVC,405012.93981721887,2704655.403888711,0,ABSENCE
SUBADULT,SCA_COER,RVC,405012.94731510413,2704656.511191709,0,ABSENCE
SUBADULT,SCA_COER,RVC,405187.54503165226,2703643.209799127,0,ABSENCE
SUBADULT,SCA_COER,RVC,405203.5171586792,2703606.5592914945,0,ABSENCE
SUBADULT,SCA_COER,RVC,405687.9004131787,2707799.0565502853,0,ABSENCE
SUBADULT,SCA_COER,RVC,405937.807863776,2703809.8002762203,0,ABSENCE
SUBADULT,SCA_COER,RVC,405957.089871162,2703812.9930910375,0,ABSENCE
SUBADULT,SCA_COER,RVC,406527.57102836564,2704994.044669307,0,ABSENCE
SUBADULT,SCA_COER,RVC,406587.15860953333,2704961.534556701,0,ABSENCE
SUBADULT,SCA_COER,RVC,406607.5640072259,2711668.640304118,0,ABSENCE
SUBADULT,SCA_COER,RVC,406611.87517966534,2711707.3690576847,0,ABSENCE
SUBADULT,SCA_COER,RVC,406637.78757397487,2711491.261242448,0,ABSENCE
SUBADULT,SCA_COER,RVC,406707.4339218272,2711452.039041667,0,ABSENCE
SUBADULT,SCA_COER,RVC,406867.75277568167,2704934.199606877,0,ABSENCE
SUBADULT,SCA_COER,RVC,406876.47072805255,2704873.237564997,0,ABSENCE
SUBADULT,SCA_COER,RVC,406920.0686289389,2703958.2791083814,0,ABSENCE
SUBADULT,SCA_COER,RVC,406951.7563589676,2703997.9334326987,0,ABSENCE
SUBADULT,SCA_COER,RVC,407079.6572884546,2705095.5743248183,0,ABSENCE
SUBADULT,SCA_COER,RVC,407131.1516598661,2705065.334867735,0,ABSENCE
SUBADULT,SCA_COER,RVC,407732.4468818279,2705714.700669472,0,ABSENCE
SUBADULT,SCA_COER,RVC,407927.6398563597,2704105.5524379658,0,ABSENCE
SUBADULT,SCA_COER,RVC,408187.8780844704,2705920.999470598,0,ABSENCE
SUBADULT,SCA_COER,RVC,408291.3066293445,2704067.7357797576,0,ABSENCE
SUBADULT,SCA_COER,RVC,408299.5460635205,2704087.6141012567,0,ABSENCE
SUBADULT,SCA_COER,RVC,408479.12265259866,2705509.3778046956,0,ABSENCE
SUBADULT,SCA_COER,RVC,408576.1956821892,2707028.0219387314,0,ABSENCE
SUBADULT,SCA_COER,RVC,408578.3020063629,2707040.189004013,0,ABSENCE
SUBADULT,SCA_COER,RVC,408814.5755237127,2707060.7965320065,0,ABSENCE
SUBADULT,SCA_COER,RVC,408852.2164435226,2707082.698563158,0,ABSENCE
SUBADULT,SCA_COER,RVC,409312.94088449713,2704512.8903273325,0,ABSENCE
SUBADULT,SCA_COER,RVC,409417.55027734104,2704544.327342079,0,ABSENCE
SUBADULT,SCA_COER,RVC,410607.8821196613,2704751.5151451263,0,ABSENCE
SUBADULT,SCA_COER,RVC,410618.3942987872,2704492.3313633963,0,ABSENCE
SUBADULT,SCA_COER,RVC,410665.8083665531,2704456.5945884758,0,ABSENCE
SUBADULT,SCA_COER,RVC,410666.64929980267,2704747.818748375,1,PRESENCE
SUBADULT,SCA_COER,RVC,410677.3916231187,2704842.981302829,0,ABSENCE
SUBADULT,SCA_COER,RVC,410696.8032855638,2704707.7626240826,0,ABSENCE
SUBADULT,SCA_COER,RVC,410710.4945555443,2704788.511041481,0,ABSENCE
SUBADULT,SCA_COER,RVC,410768.99392604636,2704742.7379871546,0,ABSENCE
SUBADULT,SCA_COER,RVC,410797.5562843527,2706045.8922503665,0,ABSENCE
SUBADULT,SCA_COER,RVC,410817.378740061,2704540.8950995235,0,ABSENCE
SUBADULT,SCA_COER,RVC,410833.47680173325,2704521.9680574024,0,ABSENCE
SUBADULT,SCA_COER,RVC,410872.6200340613,2704620.2722107507,0,ABSENCE
SUBADULT,SCA_COER,RVC,410881.6158217285,2704600.2830115743,0,ABSENCE
SUBADULT,SCA_COER,RVC,410920.32675304636,2705109.4117702143,0,ABSENCE
SUBADULT,SCA_COER,RVC,410947.7141127318,2705112.5598568567,0,ABSENCE
SUBADULT,SCA_COER,RVC,411022.0185733733,2705321.3748256406,0,ABSENCE
SUBADULT,SCA_COER,RVC,411044.16214999085,2705296.8729466973,0,ABSENCE
SUBADULT,SCA_COER,RVC,411082.3160732838,2704600.11676329,0,ABSENCE
SUBADULT,SCA_COER,RVC,411083.02788061637,2704552.49683346,0,ABSENCE
SUBADULT,SCA_COER,RVC,411083.8309369754,2704519.2716860236,0,ABSENCE
SUBADULT,SCA_COER,RVC,411118.8829148225,2704612.06571786,0,ABSENCE
SUBADULT,SCA_COER,RVC,411129.3114475531,2705458.0041846912,0,ABSENCE
SUBADULT,SCA_COER,RVC,411201.4579506719,2705966.9219246954,0,ABSENCE
SUBADULT,SCA_COER,RVC,411220.4392226903,2704642.428006508,0,ABSENCE
SUBADULT,SCA_COER,RVC,411263.164459956,2704666.519038809,0,ABSENCE
SUBADULT,SCA_COER,RVC,411398.2601380063,2704871.6293396675,0,ABSENCE
SUBADULT,SCA_COER,RVC,411408.93397745414,2704796.2631604145,0,ABSENCE
SUBADULT,SCA_COER,RVC,411410.57111658796,2705215.93275645,0,ABSENCE
SUBADULT,SCA_COER,RVC,411421.82514488784,2705232.4716995116,0,ABSENCE
SUBADULT,SCA_COER,RVC,411432.4981768852,2704835.9783995105,0,ABSENCE
SUBADULT,SCA_COER,RVC,411480.6393155876,2705236.5296915555,0,ABSENCE
SUBADULT,SCA_COER,RVC,411501.0152281331,2705253.011121629,0,ABSENCE
SUBADULT,SCA_COER,RVC,411555.8255573247,2706550.462793301,0,ABSENCE
SUBADULT,SCA_COER,RVC,411574.20754584676,2706572.4935467844,0,ABSENCE
SUBADULT,SCA_COER,RVC,411611.9323300649,2704678.712467793,1,PRESENCE
SUBADULT,SCA_COER,RVC,411660.6267307914,2704685.0497311414,0,ABSENCE
SUBADULT,SCA_COER,RVC,411832.91781643464,2705164.548553207,0,ABSENCE
SUBADULT,SCA_COER,RVC,411864.7045942093,2705061.366722291,0,ABSENCE
SUBADULT,SCA_COER,RVC,411867.34459850733,2713529.17413899,0,ABSENCE
SUBADULT,SCA_COER,RVC,411893.8419561027,2713554.476004776,0,ABSENCE
SUBADULT,SCA_COER,RVC,411931.6139090606,2705063.1610911405,0,ABSENCE
SUBADULT,SCA_COER,RVC,412814.84538355295,2704309.0875207954,0,ABSENCE
SUBADULT,SCA_COER,RVC,412834.67350695323,2705053.090325858,0,ABSENCE
SUBADULT,SCA_COER,RVC,412867.1419918576,2705058.4252314577,0,ABSENCE
SUBADULT,SCA_COER,RVC,412875.95706513163,2704845.7629922237,0,ABSENCE
SUBADULT,SCA_COER,RVC,412882.1554602856,2704864.549111196,0,ABSENCE
SUBADULT,SCA_COER,RVC,412893.92645891686,2704801.3581740246,0,ABSENCE
SUBADULT,SCA_COER,RVC,412902.55767589057,2704885.461687206,0,ABSENCE
SUBADULT,SCA_COER,RVC,412906.7701208128,2704910.904130921,1,PRESENCE
SUBADULT,SCA_COER,RVC,412908.5085098608,2704864.3854585197,0,ABSENCE
SUBADULT,SCA_COER,RVC,412923.62970364845,2704851.0036138995,0,ABSENCE
SUBADULT,SCA_COER,RVC,412939.5926906872,2704809.933305452,1,PRESENCE
SUBADULT,SCA_COER,RVC,413049.1762971794,2704828.078188608,0,ABSENCE
SUBADULT,SCA_COER,RVC,413054.0794767351,2704801.4718767935,0,ABSENCE
SUBADULT,SCA_COER,RVC,413068.82077771414,2705053.851757122,0,ABSENCE
SUBADULT,SCA_COER,RVC,413090.36637382157,2705095.7967775282,0,ABSENCE
SUBADULT,SCA_COER,RVC,413114.26497152797,2704863.109411627,0,ABSENCE
SUBADULT,SCA_COER,RVC,413139.5152917557,2704848.557737281,0,ABSENCE
SUBADULT,SCA_COER,RVC,413250.4269379864,2704753.748354599,0,ABSENCE
SUBADULT,SCA_COER,RVC,413288.4425433327,2705000.447743846,0,ABSENCE
SUBADULT,SCA_COER,RVC,413297.07927175716,2704757.8892316204,0,ABSENCE
SUBADULT,SCA_COER,RVC,413305.6732015816,2705000.3412286867,0,ABSENCE
SUBADULT,SCA_COER,RVC,413358.12444955274,2705122.9306815257,0,ABSENCE
SUBADULT,SCA_COER,RVC,413371.47305699345,2704986.6467159227,0,ABSENCE
SUBADULT,SCA_COER,RVC,413415.8221230646,2705110.3937398773,1,PRESENCE
SUBADULT,SCA_COER,RVC,414256.9089141912,2705243.642352687,0,ABSENCE
SUBADULT,SCA_COER,RVC,414278.9920943812,2705374.1719537,0,ABSENCE
SUBADULT,SCA_COER,RVC,414293.54553234356,2705267.7796011157,0,ABSENCE
SUBADULT,SCA_COER,RVC,414311.06956440373,2705647.4857505546,0,ABSENCE
SUBADULT,SCA_COER,RVC,414318.252158895,2705661.8371158796,0,ABSENCE
SUBADULT,SCA_COER,RVC,414329.66904210753,2705373.862273487,1,PRESENCE
SUBADULT,SCA_COER,RVC,414343.4007149503,2705630.67829887,0,ABSENCE
SUBADULT,SCA_COER,RVC,414355.76585463545,2705663.8225891665,0,ABSENCE
SUBADULT,SCA_COER,RVC,414412.6913743762,2705358.960082193,0,ABSENCE
SUBADULT,SCA_COER,RVC,414441.07048839214,2705358.7869102005,0,ABSENCE
SUBADULT,SCA_COER,RVC,414521.95793712925,2705326.181175126,0,ABSENCE
SUBADULT,SCA_COER,RVC,414528.25961241836,2705694.882548523,0,ABSENCE
SUBADULT,SCA_COER,RVC,414546.1372248985,2705801.0769693214,0,ABSENCE
SUBADULT,SCA_COER,RVC,414575.5829138594,2705809.7561526163,0,ABSENCE
SUBADULT,SCA_COER,RVC,414575.68410852994,2705826.3654403514,0,ABSENCE
SUBADULT,SCA_COER,RVC,414620.8714921746,2705424.130657624,0,ABSENCE
SUBADULT,SCA_COER,RVC,414625.5525834309,2705527.0835087425,0,ABSENCE
SUBADULT,SCA_COER,RVC,414670.50773737446,2705419.3992341836,0,ABSENCE
SUBADULT,SCA_COER,RVC,414675.2154142979,2705526.781231723,1,PRESENCE
SUBADULT,SCA_COER,RVC,414684.39101529215,2707866.509094511,0,ABSENCE
SUBADULT,SCA_COER,RVC,414689.3162001882,2707843.225183864,0,ABSENCE
SUBADULT,SCA_COER,RVC,414720.83760093397,2705528.7183557567,0,ABSENCE
SUBADULT,SCA_COER,RVC,414728.20155287033,2705906.271871925,0,ABSENCE
SUBADULT,SCA_COER,RVC,414748.5388732107,2705917.2214610223,0,ABSENCE
SUBADULT,SCA_COER,RVC,414782.36414598936,2705312.415774447,0,ABSENCE
SUBADULT,SCA_COER,RVC,414800.50700214,2705295.695654294,0,ABSENCE
SUBADULT,SCA_COER,RVC,414827.98429622414,2705647.658346546,0,ABSENCE
SUBADULT,SCA_COER,RVC,414869.39063802897,2705623.0457267403,0,ABSENCE
SUBADULT,SCA_COER,RVC,414882.74115501303,2705651.7551513347,0,ABSENCE
SUBADULT,SCA_COER,RVC,414883.4805454473,2705773.556517196,0,ABSENCE
SUBADULT,SCA_COER,RVC,414917.0943176867,2705801.0356509183,0,ABSENCE
SUBADULT,SCA_COER,RVC,414926.47693008225,2705676.9582213615,0,ABSENCE
SUBADULT,SCA_COER,RVC,414947.6271417012,2705821.8895950997,0,ABSENCE
SUBADULT,SCA_COER,RVC,414949.2108500308,2705748.7964814007,0,ABSENCE
SUBADULT,SCA_COER,RVC,414952.83571568446,2705845.1118443566,0,ABSENCE
SUBADULT,SCA_COER,RVC,414968.76973068825,2705798.5075145797,0,ABSENCE
SUBADULT,SCA_COER,RVC,415334.9247823559,2708358.6452786326,0,ABSENCE
SUBADULT,SCA_COER,RVC,415455.40780550585,2705989.3465133617,0,ABSENCE
SUBADULT,SCA_COER,RVC,415457.17438267305,2705946.150197575,0,ABSENCE
SUBADULT,SCA_COER,RVC,416413.5965480689,2706907.1081666793,0,ABSENCE
SUBADULT,SCA_COER,RVC,416429.8707522524,2706916.9770213272,0,ABSENCE
SUBADULT,SCA_COER,RVC,417413.30329179106,2706809.2736785733,0,ABSENCE
SUBADULT,SCA_COER,RVC,417428.4329605239,2706797.0040074433,0,ABSENCE
SUBADULT,SCA_COER,RVC,419551.86231362616,2706483.4649103237,0,ABSENCE
SUBADULT,SCA_COER,RVC,420451.5205765399,2706428.501276178,0,ABSENCE
SUBADULT,SCA_COER,RVC,420468.9000071932,2706454.9781406266,0,ABSENCE
SUBADULT,SCA_COER,RVC,420921.2717712242,2707596.2714042873,0,ABSENCE
SUBADULT,SCA_COER,RVC,422131.06496538594,2706648.2830572324,0,ABSENCE
SUBADULT,SCA_COER,RVC,422132.79040169215,2706594.0153925866,0,ABSENCE
SUBADULT,SCA_COER,RVC,422141.8328341609,2706762.2759426795,0,ABSENCE
SUBADULT,SCA_COER,RVC,422177.04439157277,2706715.573451034,0,ABSENCE
SUBADULT,SCA_COER,RVC,422464.5273312953,2707020.7042060564,0,ABSENCE
SUBADULT,SCA_COER,RVC,422476.4309049359,2706974.1314417855,0,ABSENCE
SUBADULT,SCA_COER,RVC,423368.79557700665,2709295.674579571,0,ABSENCE
SUBADULT,SCA_COER,RVC,423476.96844799136,2706839.0776574244,0,ABSENCE
SUBADULT,SCA_COER,RVC,423560.5848087195,2708047.798626274,0,ABSENCE
SUBADULT,SCA_COER,RVC,423564.08183577686,2710358.7303933683,0,ABSENCE
SUBADULT,SCA_COER,RVC,423576.30022019893,2710369.7367527126,0,ABSENCE
SUBADULT,SCA_COER,RVC,424109.59775753773,2708006.0577761834,0,ABSENCE
SUBADULT,SCA_COER,RVC,425111.3908919145,2707548.8870705576,0,ABSENCE
SUBADULT,SCA_COER,RVC,425169.0873543118,2707536.3984780093,0,ABSENCE
SUBADULT,SCA_COER,RVC,425279.16368569655,2710312.9266831144,0,ABSENCE
SUBADULT,SCA_COER,RVC,425574.52865895256,2710793.030142132,0,ABSENCE
SUBADULT,SCA_COER,RVC,425647.0775008642,2709383.046988696,0,ABSENCE
SUBADULT,SCA_COER,RVC,425676.414034767,2709374.0327930152,0,ABSENCE
SUBADULT,SCA_COER,RVC,425743.3838443927,2709582.957593076,0,ABSENCE
SUBADULT,SCA_COER,RVC,425788.02972460625,2709594.901165729,0,ABSENCE
SUBADULT,SCA_COER,RVC,426118.1069170403,2707244.5715063885,0,ABSENCE
SUBADULT,SCA_COER,RVC,426169.2031627251,2710784.3430109276,0,ABSENCE
SUBADULT,SCA_COER,RVC,426206.06399406644,2710281.4330851277,0,ABSENCE
SUBADULT,SCA_COER,RVC,426216.16640647105,2710275.8433061694,0,ABSENCE
SUBADULT,SCA_COER,RVC,426262.10065478337,2707454.1997152376,0,ABSENCE
SUBADULT,SCA_COER,RVC,426264.9945774129,2707233.832106314,0,ABSENCE
SUBADULT,SCA_COER,RVC,426283.09035901417,2707591.3942899588,0,ABSENCE
SUBADULT,SCA_COER,RVC,426289.1122318672,2707580.2896198756,0,ABSENCE
SUBADULT,SCA_COER,RVC,426298.31385880057,2707403.0734509784,0,ABSENCE
SUBADULT,SCA_COER,RVC,426417.41137922066,2708661.446379932,1,PRESENCE
SUBADULT,SCA_COER,RVC,426685.97032427916,2707312.4559001885,0,ABSENCE
SUBADULT,SCA_COER,RVC,426875.66107652057,2708706.6598997354,0,ABSENCE
SUBADULT,SCA_COER,RVC,426951.6465031582,2710840.0303788683,0,ABSENCE
SUBADULT,SCA_COER,RVC,426974.7098092062,2709823.4079734017,0,ABSENCE
SUBADULT,SCA_COER,RVC,426975.89199435036,2710826.6161984378,0,ABSENCE
SUBADULT,SCA_COER,RVC,427009.18720442185,2709828.7646424524,0,ABSENCE
SUBADULT,SCA_COER,RVC,427045.65063847415,2708854.1512739123,0,ABSENCE
SUBADULT,SCA_COER,RVC,427070.1197057561,2707325.953344376,0,ABSENCE
SUBADULT,SCA_COER,RVC,427081.1609342451,2708862.8246995597,0,ABSENCE
SUBADULT,SCA_COER,RVC,427224.1630490866,2712004.598732446,0,ABSENCE
SUBADULT,SCA_COER,RVC,427253.29997549416,2707864.254427693,0,ABSENCE
SUBADULT,SCA_COER,RVC,427278.79999820655,2707896.233633021,0,ABSENCE
