SOURCE,ID_SURV,ID_SITE,x,y,PRES_COEL,PRES_COER,PRES_GUAC,PRES_HERB,PRES_GRIS,PRES_SCIU,PRES_INVERT
RVC,1359U_2_2016,1359U_2,401576.19629227126,2706616.986725451,0,0,0,0,1,0,1
RVC,1360U_1_2016,1360U_1,397571.80696310115,2707877.085839333,0,0,0,0,1,0,1
RVC,1360U_2_2016,1360U_2,397558.60850547947,2707873.860199154,0,0,0,0,1,1,1
RVC,1361U_2_2016,1361U_2,425743.3838443927,2709582.957593076,0,0,0,0,1,1,1
RVC,1362U_2_2016,1362U_2,423576.30022019893,2710369.7367527126,0,0,0,0,1,1,1
RVC,1362U_1_2016,1362U_1,423564.08183577686,2710358.7303933683,0,0,0,0,1,1,1
RVC,1371U_1_2016,1371U_1,453614.60797957797,2717486.0117282667,0,0,0,0,1,1,1
RVC,1376U_1_2016,1376U_1,459332.36017565156,2720466.6115104654,0,0,0,0,1,1,1
RVC,1376U_2_2016,1376U_2,459347.6006997719,2720485.3903516955,0,0,0,0,1,1,1
RVC,1377U_2_2016,1377U_2,428197.21450932964,2710525.7538250806,0,0,0,0,1,1,1
RVC,1377U_1_2016,1377U_1,428171.9599257787,2710540.2783117346,0,0,0,0,1,0,1
RVC,1378U_1_2016,1378U_1,428176.8934366086,2710711.884208159,0,0,1,1,1,0,1
RVC,1378U_2_2016,1378U_2,428222.43295811105,2710701.684837358,0,0,0,0,1,0,1
RVC,1380U_1_2016,1380U_1,429993.7015092611,2712579.5417682864,0,0,0,0,1,0,1
RVC,1387U_1_2016,1387U_1,460613.4803483036,2717043.744732064,0,0,0,0,1,1,1
RVC,1387U_2_2016,1387U_2,460609.37673063675,2717024.9331101305,1,0,1,1,1,1,1
RVC,1388U_1_2016,1388U_1,460453.5112746641,2717053.055134306,0,0,0,0,1,1,1
RVC,1389U_2_2016,1389U_2,427973.47903865774,2708787.3394837384,0,0,0,0,1,0,1
RVC,1389U_1_2016,1389U_1,427993.6987911333,2708778.377127648,0,0,0,0,1,1,1
RVC,1390U_1_2016,1390U_1,429612.34974872234,2709870.796764947,0,0,0,0,1,1,1
RVC,1391U_2_2016,1391U_2,404131.8526802299,2704475.3617921798,0,0,0,0,1,1,1
RVC,1391U_1_2016,1391U_1,404225.13728517445,2704330.7683666507,0,0,0,0,1,1,1
RVC,1400U_2_2016,1400U_2,405937.807863776,2703809.8002762203,0,0,0,0,1,1,1
RVC,1400U_1_2016,1400U_1,405957.089871162,2703812.9930910375,0,0,0,0,1,1,1
RVC,1401U_2_2016,1401U_2,414952.83571568446,2705845.1118443566,0,0,0,0,1,1,1
RVC,1406U_1_2016,1406U_1,442101.7161064979,2710781.3148790277,0,0,0,0,1,1,1
RVC,1406U_2_2016,1406U_2,442113.77707967453,2710758.012333124,0,1,0,1,1,1,1
RVC,1407U_1_2016,1407U_1,447297.3127972941,2712223.4701869315,0,0,0,0,1,1,1
RVC,1407U_2_2016,1407U_2,447253.6541506006,2712197.060539317,0,0,0,0,1,1,1
RVC,1408U_1_2016,1408U_1,447354.07753923396,2712233.221700929,0,0,0,0,1,1,1
RVC,1409U_1_2016,1409U_1,447435.2121007817,2712258.3834633497,0,0,1,1,1,1,1
RVC,1410H_2_2016,1410H_2,447847.4012882378,2712231.3730246197,0,0,0,0,1,1,1
RVC,1410U_1_2016,1410U_1,447859.6149095237,2712246.829118712,1,0,1,1,1,1,1
RVC,1412U_2_2016,1412U_2,458732.02870549454,2714650.882142281,1,0,0,1,1,1,1
RVC,1418U_1_2016,1418U_1,414412.6913743762,2705358.960082193,0,0,0,0,1,0,1
RVC,1418U_2_2016,1418U_2,414441.07048839214,2705358.7869102005,1,0,0,1,1,0,1
RVC,1422U_2_2016,1422U_2,410817.378740061,2704540.8950995235,0,0,0,0,1,0,1
RVC,1423U_1_2016,1423U_1,410881.6158217285,2704600.2830115743,0,0,0,0,1,1,1
RVC,1438U_1_2016,1438U_1,403765.3173629089,2704092.511028959,0,0,0,0,1,1,1
RVC,1441U_1_2016,1441U_1,455067.2735197596,2714207.109370494,0,0,0,0,1,0,1
RVC,1447U_1_2016,1447U_1,465326.8336595755,2716874.009242007,0,0,0,0,1,1,1
RVC,1461U_2_2016,1461U_2,413415.8221230646,2705110.3937398773,0,1,0,1,1,0,1
RVC,1525U_2_2016,1525U_2,586340.2098139584,2812051.7057979456,1,0,0,1,1,1,1
RVC,1525U_1_2016,1525U_1,586357.0856004071,2812086.146072525,0,0,0,0,1,1,1
RVC,1586U_1_2016,1586U_1,579184.1001754571,2798785.789481563,1,1,0,1,1,0,1
RVC,1586U_2_2016,1586U_2,579187.0096875689,2798804.63296824,0,1,0,1,1,0,1
RVC,1616U_1_2016,1616U_1,580720.1721753182,2795780.444984999,0,0,0,0,1,0,1
RVC,1616U_2_2016,1616U_2,580723.1134486703,2795793.751790946,0,0,0,0,1,0,1
RVC,1619U_2_2016,1619U_2,579446.563881351,2790782.819628187,0,1,1,1,1,1,1
RVC,1619U_1_2016,1619U_1,579468.528615735,2790816.1713243723,0,1,0,1,1,1,1
RVC,1641U_2_2016,1641U_2,506928.59079685964,2734584.940509983,0,1,0,1,1,1,1
RVC,1641U_1_2016,1641U_1,506901.2844490929,2734586.0341257276,0,1,0,1,1,1,1
RVC,1657U_2_2016,1657U_2,490801.21195376094,2724244.643779467,1,0,0,1,1,1,1
RVC,1664U_1_2016,1664U_1,471585.7278391611,2719269.208921385,0,0,1,1,1,1,1
RVC,1664U_2_2016,1664U_2,471519.9140352472,2719267.128734029,0,0,0,0,1,1,1
RVC,1006U_1_2018,1006U_1,460397.1211645229,2722509.749333505,0,0,1,1,1,1,1
RVC,1007U_2_2018,1007U_2,460250.0767496284,2722414.944432504,0,1,1,1,1,1,1
RVC,1011U_2_2018,1011U_2,494743.88342445926,2731234.793872694,0,0,1,1,1,1,1
RVC,1011U_1_2018,1011U_1,494760.07398081466,2731249.1818822953,0,0,0,0,1,1,1
RVC,1015U_1_2018,1015U_1,564080.9767286639,2779602.0815295316,0,0,0,0,1,1,1
RVC,1015U_2_2018,1015U_2,564077.9473169855,2779603.1746286047,0,0,0,0,1,1,1
RVC,1016U_2_2018,1016U_2,577898.7112530519,2804156.018117575,0,0,0,0,1,0,1
RVC,1019U_1_2018,1019U_1,580923.5162031665,2811364.5510562765,0,0,0,0,1,1,1
RVC,1020U_2_2018,1020U_2,433892.7408038287,2712145.3293422596,0,0,1,1,1,1,1
RVC,1020U_1_2018,1020U_1,433841.1243513967,2712155.539040474,0,0,0,0,1,1,1
RVC,1021U_1_2018,1021U_1,434542.5942005113,2712251.8935674243,0,0,0,0,1,1,1
RVC,1021U_2_2018,1021U_2,434589.16125695064,2712245.0319383196,0,0,1,1,1,1,1
RVC,1024U_2_2018,1024U_2,402998.13159631635,2706318.052387355,0,0,1,1,1,1,1
RVC,1024U_1_2018,1024U_1,402984.54232647526,2706258.3488598857,0,0,0,0,1,0,1
RVC,1027U_2_2018,1027U_2,425676.414034767,2709374.0327930152,0,0,0,0,1,1,1
RVC,1027U_1_2018,1027U_1,425647.0775008642,2709383.046988696,0,0,0,0,1,1,1
RVC,1028U_2_2018,1028U_2,459485.30480977305,2719447.4935002667,0,0,0,0,1,1,1
RVC,1028U_1_2018,1028U_1,459489.3739068032,2719454.1251874394,0,0,0,0,1,1,1
RVC,1030U_1_2018,1030U_1,435973.0118548462,2713585.084028184,0,0,0,0,1,1,1
RVC,1032U_1_2018,1032U_1,403406.4558208565,2707033.9104903177,0,0,0,0,1,1,1
RVC,1033U_2_2018,1033U_2,446950.0071885069,2715198.893860743,0,0,0,0,1,1,1
RVC,1033U_1_2018,1033U_1,446955.16777286475,2715224.3413698087,0,0,0,0,1,1,1
RVC,1034U_1_2018,1034U_1,455529.8935876504,2718261.498019724,0,0,0,0,1,1,1
RVC,1036U_2_2018,1036U_2,443627.54422866163,2716576.0697217146,0,0,0,0,1,1,1
RVC,1036U_1_2018,1036U_1,443662.9744660449,2716572.6048496873,1,1,1,1,1,1,1
RVC,1039U_1_2018,1039U_1,404533.5427315878,2707790.2648911616,0,0,0,0,1,1,1
RVC,1040U_1_2018,1040U_1,402916.52034906385,2706534.553092115,0,0,0,0,1,0,1
RVC,1041U_1_2018,1041U_1,398439.623229358,2706240.706899061,0,0,0,0,1,1,1
RVC,1041U_2_2018,1041U_2,398413.1354670904,2706222.073404796,0,0,0,0,1,1,1
RVC,1044U_2_2018,1044U_2,426206.06399406644,2710281.4330851277,0,0,0,0,1,1,1
RVC,1044U_1_2018,1044U_1,426216.16640647105,2710275.8433061694,0,0,0,0,1,1,1
RVC,1050U_2_2018,1050U_2,507537.68423782015,2734079.2472383613,0,1,1,1,1,1,1
RVC,1050U_1_2018,1050U_1,507522.53002598556,2734049.343378025,1,0,0,1,1,1,1
RVC,1053U_2_2018,1053U_2,496562.53491343075,2730624.134532608,1,0,1,1,1,1,1
RVC,1053U_1_2018,1053U_1,496587.8290824812,2730639.62965025,0,1,1,1,1,1,1
RVC,1057U_2_2018,1057U_2,545472.3916752909,2757677.3903032388,0,1,1,1,1,1,1
RVC,1057U_1_2018,1057U_1,545496.7336204799,2757644.251681999,0,0,0,0,1,1,1
RVC,1065U_1_2018,1065U_1,557557.476398705,2769386.3605422652,0,1,0,1,1,1,1
RVC,1065U_2_2018,1065U_2,557582.771374446,2769368.7496301443,0,0,1,1,1,1,1
RVC,1066U_2_2018,1066U_2,563240.7078584307,2774290.5313760242,1,0,0,1,1,1,1
RVC,1066U_1_2018,1066U_1,563262.7911030847,2774312.78116244,0,1,1,1,1,1,1
RVC,1068U_2_2018,1068U_2,560812.2301896861,2772270.730879692,0,0,0,0,1,1,1
RVC,1068U_1_2018,1068U_1,560775.9501091932,2772263.925035953,0,0,1,1,1,1,1
RVC,1071U_2_2018,1071U_2,561620.9264473589,2772096.0755980606,0,0,0,0,1,1,1
RVC,1071U_1_2018,1071U_1,561610.8702906237,2772089.386024216,0,1,0,1,1,1,1
RVC,1072U_2_2018,1072U_2,563122.5766931317,2774102.839146202,1,1,1,1,1,1,1
RVC,1072U_1_2018,1072U_1,563094.25237905,2774121.5331912176,0,0,0,0,1,1,1
RVC,1077U_1_2018,1077U_1,586492.4183198765,2822738.77785106,0,0,0,0,1,1,1
RVC,1077U_2_2018,1077U_2,586462.7965273708,2822812.7879248755,0,0,0,0,1,1,1
RVC,1078U_2_2018,1078U_2,581410.6490113325,2801999.553202571,0,0,0,0,1,1,1
RVC,1078U_1_2018,1078U_1,581418.7807372215,2801986.3129751678,0,0,0,0,1,1,1
RVC,1085U_1_2018,1085U_1,582351.1849047809,2806031.962507525,0,0,0,0,1,1,1
RVC,1085U_2_2018,1085U_2,582375.1828494038,2806056.4734244933,0,0,0,0,1,1,1
RVC,1086U_2_2018,1086U_2,586834.8288710581,2817360.8292882545,0,0,0,0,1,0,1
RVC,1091U_1_2018,1091U_1,582241.7970955003,2806643.7157575754,0,0,0,0,1,1,1
RVC,1091U_2_2018,1091U_2,582241.7970955003,2806643.7157575754,0,0,0,0,1,1,1
RVC,1092U_1_2018,1092U_1,582396.3590185147,2806048.850920784,0,0,0,0,1,1,1
RVC,1094U_2_2018,1094U_2,587176.879306293,2813769.274852512,0,0,0,0,1,1,1
RVC,1107U_2_2018,1107U_2,458314.5416164853,2716276.455055251,0,0,0,0,1,1,1
RVC,1107U_1_2018,1107U_1,458308.39278783085,2716252.1139318715,0,0,0,0,1,1,1
RVC,1108U_2_2018,1108U_2,460621.6813028074,2717079.153503239,0,0,1,1,1,1,1
RVC,1108U_1_2018,1108U_1,460680.4319069255,2717085.6313221897,0,0,0,0,1,1,1
RVC,1110H_2_2018,1110H_2,428699.295582688,2709244.2596592833,0,0,0,0,1,1,1
RVC,1111U_1_2018,1111U_1,426417.41137922066,2708661.446379932,0,1,0,1,1,1,1
RVC,1115U_2_2018,1115U_2,579698.2583246947,2791318.0787805645,0,0,0,0,1,1,1
RVC,1116U_1_2018,1116U_1,576232.0202207239,2785279.3165196227,0,0,1,1,1,0,1
RVC,1120U_1_2018,1120U_1,575718.5323925149,2786103.675755666,0,0,0,0,1,1,1
RVC,1126U_1_2018,1126U_1,578267.3725627913,2788804.740824468,0,0,1,1,1,1,1
RVC,1132U_2_2018,1132U_2,571652.3785036781,2780253.3617165727,0,0,0,0,1,1,1
RVC,1134U_1_2018,1134U_1,573053.0137446783,2783358.205639782,0,0,0,0,1,0,1
RVC,1134U_2_2018,1134U_2,573067.9043218595,2783400.3669383223,0,0,0,0,1,1,1
RVC,1135U_1_2018,1135U_1,572769.5200201352,2783224.902943544,0,0,0,0,1,1,1
RVC,1135U_2_2018,1135U_2,572782.3129169676,2783282.5562301516,0,1,1,1,1,1,1
RVC,1136U_2_2018,1136U_2,570968.769599669,2780474.576329396,0,0,0,0,1,1,1
RVC,1136U_1_2018,1136U_1,570987.2434013422,2780411.551529674,0,0,0,0,1,1,1
RVC,1140U_2_2018,1140U_2,571417.1574471925,2781853.4132960374,1,1,0,1,1,1,1
RVC,1140U_1_2018,1140U_1,571404.2815822668,2781810.1572826705,0,0,0,0,1,1,1
RVC,1143U_1_2018,1143U_1,578606.3968841974,2788367.057653088,0,0,0,0,1,1,1
RVC,1144U_2_2018,1144U_2,578264.1292958148,2787970.835333238,0,0,0,0,1,0,1
RVC,1144U_1_2018,1144U_1,578291.4013140681,2787958.811242261,0,0,0,0,1,1,1
RVC,1145U_1_2018,1145U_1,570788.3529549591,2778727.2835237137,1,0,0,1,1,1,1
RVC,1145U_2_2018,1145U_2,570798.3652073974,2778740.6242775777,0,0,1,1,1,0,1
RVC,1146U_2_2018,1146U_2,570787.0567108511,2778782.6461613546,0,0,0,0,1,1,1
RVC,1147U_1_2018,1147U_1,570279.3868865632,2777525.3460505856,0,0,1,1,1,1,1
RVC,1151U_1_2018,1151U_1,538827.6720277794,2748421.0339701246,0,0,0,0,1,1,1
RVC,1152U_1_2018,1152U_1,538217.0544185278,2748191.225018163,0,0,0,0,1,0,1
RVC,1152U_2_2018,1152U_2,538277.5768317768,2748226.826257781,0,0,0,0,1,0,1
RVC,1156U_1_2018,1156U_1,539463.111961579,2749853.45895241,0,0,1,1,1,1,1
RVC,1163U_1_2018,1163U_1,577040.9285336413,2790113.323387902,0,0,0,0,1,1,1
RVC,1163U_2_2018,1163U_2,577063.8634040913,2790154.428383202,0,0,0,0,1,1,1
RVC,1164U_1_2018,1164U_1,579441.0783278896,2790000.9452722236,0,1,0,1,1,1,1
RVC,1172U_2_2018,1172U_2,417428.4329605239,2706797.0040074433,0,0,0,0,1,1,1
RVC,1172U_1_2018,1172U_1,417413.30329179106,2706809.2736785733,0,0,0,0,1,1,1
RVC,1173U_2_2018,1173U_2,401543.9659726175,2704047.0172592956,0,0,0,0,1,0,1
RVC,1174U_1_2018,1174U_1,455051.78779648547,2714430.823975009,0,0,0,0,1,0,1
RVC,1175U_2_2018,1175U_2,433758.76878790994,2709310.204801871,0,0,0,0,1,1,1
RVC,1178U_2_2018,1178U_2,450368.19672098604,2714072.4250746737,0,0,0,0,1,1,1
RVC,1178U_1_2018,1178U_1,450332.7982002419,2714086.945222576,0,0,0,0,1,1,1
RVC,1179U_2_2018,1179U_2,463402.3571610971,2716309.800304599,0,1,1,1,1,1,1
RVC,1179U_1_2018,1179U_1,463379.08023104304,2716315.397566067,0,1,1,1,1,1,1
RVC,1180U_1_2018,1180U_1,444091.39308394486,2712535.990447236,0,0,0,0,1,1,1
RVC,1188U_1_2018,1188U_1,469277.6687688391,2718504.5723162466,0,0,0,0,1,1,1
RVC,1194U_2_2018,1194U_2,496749.8323168167,2726936.988310835,0,0,1,1,1,1,1
RVC,1194U_1_2018,1194U_1,496797.39132383664,2726939.191739736,0,0,0,0,1,1,1
RVC,1198U_1_2018,1198U_1,554669.3764669562,2760252.2661416754,0,0,1,1,1,0,1
RVC,1201U_2_2018,1201U_2,524629.1782049122,2738968.8056971566,0,0,1,1,1,0,1
RVC,1203U_2_2018,1203U_2,502724.45004135644,2729742.613672241,1,0,1,1,1,1,1
RVC,1205U_1_2018,1205U_1,534012.4688965925,2745120.786427246,0,0,1,1,1,0,1
RVC,1205U_2_2018,1205U_2,533962.9782762692,2745109.591693982,0,0,0,0,1,0,1
RVC,1215U_2_2018,1215U_2,579444.1219815273,2792571.2997873724,0,0,0,0,1,1,1
RVC,1215U_1_2018,1215U_1,579435.2073870483,2792545.776589986,0,0,1,1,1,0,1
RVC,1225U_1_2018,1225U_1,589934.8863851242,2823251.0182158854,0,0,0,0,1,1,1
RVC,1230U_1_2018,1230U_1,590517.8704544783,2827675.007407357,0,0,0,0,1,1,1
RVC,1231U_2_2018,1231U_2,454042.242835152,2713889.340297544,0,0,0,0,1,0,1
RVC,1231U_1_2018,1231U_1,454075.67803621176,2713892.552125955,0,0,0,0,1,1,1
RVC,1237U_2_2018,1237U_2,517167.90717795485,2734890.5887799393,0,0,0,0,1,1,1
RVC,1238U_1_2018,1238U_1,524489.8683039986,2738850.081369549,0,0,1,1,1,0,1
RVC,1241U_2_2018,1241U_2,578150.5367049867,2786528.322286381,0,0,0,0,1,0,1
RVC,1256U_1_2018,1256U_1,427835.90166422084,2707651.9623195953,0,0,1,1,1,0,1
RVC,1258U_1_2018,1258U_1,476856.94806743803,2720116.461496143,0,0,0,0,1,0,1
RVC,1263U_2_2018,1263U_2,431352.9890885712,2708413.817841872,0,0,0,0,1,1,1
RVC,1263U_1_2018,1263U_1,431342.839942641,2708410.5457275435,0,1,0,1,1,1,1
RVC,1266U_1_2018,1266U_1,438708.11160544254,2710165.7302101874,0,0,0,0,1,1,1
RVC,1275U_2_2018,1275U_2,414827.98429622414,2705647.658346546,0,0,1,1,1,0,1
RVC,1278U_1_2018,1278U_1,411220.4392226903,2704642.428006508,0,0,0,0,1,1,1
RVC,1280U_2_2018,1280U_2,519259.1432448857,2735725.9922421155,0,0,0,0,1,1,1
RVC,1280U_1_2018,1280U_1,519238.9444682534,2735707.1408660575,0,0,0,0,1,1,1
RVC,1282U_1_2018,1282U_1,549866.1609320311,2756378.2695902046,0,1,0,1,1,1,1
RVC,1282U_2_2018,1282U_2,549866.1609320311,2756378.2695902046,1,0,0,1,1,1,1
RVC,1285U_1_2018,1285U_1,488707.64919709286,2723529.80576534,0,0,0,0,1,1,1
RVC,1285U_2_2018,1285U_2,488732.9578832171,2723536.4286476485,1,0,1,1,1,1,1
RVC,1286U_1_2018,1286U_1,488834.23236154515,2723612.7460688516,1,0,1,1,1,1,1
RVC,1286U_2_2018,1286U_2,488858.526937089,2723617.1555277603,0,1,0,1,1,1,1
RVC,1294U_1_2018,1294U_1,578366.8033716902,2787638.095578655,0,0,0,0,1,0,1
RVC,1296U_2_2018,1296U_2,574894.1202431152,2780835.6070839893,0,0,0,0,1,1,1
RVC,1297U_2_2018,1297U_2,574534.4916965731,2780424.999964088,0,0,0,0,1,1,1
RVC,1299U_2_2018,1299U_2,565730.4386051465,2769099.903506689,0,0,0,0,1,1,1
RVC,1301U_1_2018,1301U_1,563103.7176716193,2766180.706512566,1,0,0,1,1,1,1
RVC,1301U_2_2018,1301U_2,563086.47687497,2766199.451969493,1,1,1,1,1,1,1
RVC,1302U_2_2018,1302U_2,590431.8955872013,2828650.139007854,0,0,0,0,1,0,1
RVC,1305U_1_2018,1305U_1,586876.666669403,2806077.036968685,0,0,0,0,1,0,1
RVC,1306U_2_2018,1306U_2,587368.2661188308,2809547.7126321406,0,0,0,0,1,0,1
RVC,1309U_1_2018,1309U_1,446128.20441659295,2711933.3935648655,0,0,0,0,1,0,1
RVC,1321U_2_2018,1321U_2,413139.5152917557,2704848.557737281,0,0,0,0,1,0,1
RVC,1325U_2_2018,1325U_2,525036.0754351991,2738151.2706852355,0,1,1,1,1,0,1
RVC,1346U_2_2018,1346U_2,534979.6676537741,2745488.6076576035,0,1,0,1,1,1,1
RVC,1356U_2_2018,1356U_2,574877.0725389887,2781185.4517602925,0,0,0,0,1,0,1
RVC,1360U_2_2018,1360U_2,590839.4899539489,2834866.0671156864,0,0,0,0,1,0,1
RVC,1361U_1_2018,1361U_1,585739.4180453924,2803275.6142351273,0,1,0,1,1,0,1
RVC,1387U_1_2018,1387U_1,546688.5096395899,2753676.335999831,0,1,0,1,1,0,1
RVC,1519U_2_2018,1519U_2,583522.8386796128,2816625.4434465826,1,0,0,1,1,1,1
RVC,1519U_1_2018,1519U_1,583545.2254893964,2816582.391626226,1,0,0,1,1,1,1
RVC,1531U_1_2018,1531U_1,448753.4912420049,2716225.236201714,0,0,0,0,1,1,1
RVC,1531U_2_2018,1531U_2,448741.4161615434,2716246.318551268,0,0,0,0,1,1,1
RVC,1555U_2_2018,1555U_2,506657.6464803793,2734395.468629273,0,0,0,0,1,0,1
RVC,1562U_1_2018,1562U_1,563232.1760475863,2772433.443201306,1,0,0,1,1,1,1
RVC,1562U_2_2018,1562U_2,563182.7549396448,2772433.2141701397,0,0,0,0,1,1,1
RVC,1579U_2_2018,1579U_2,586457.9089873896,2815478.996415027,1,0,1,1,1,1,1
RVC,1581U_2_2018,1581U_2,586283.4400032952,2818993.0166747584,1,1,0,1,1,0,1
RVC,1583U_1_2018,1583U_1,586340.8009938109,2815552.442529917,0,0,0,0,1,1,1
RVC,1583U_2_2018,1583U_2,586348.6374687238,2815584.609906288,0,0,0,0,1,0,1
RVC,1586U_2_2018,1586U_2,587215.2058498693,2823778.9808128225,0,0,0,0,1,1,1
RVC,1586U_1_2018,1586U_1,587109.6214697745,2823790.474231635,0,0,0,0,1,1,1
RVC,1588U_2_2018,1588U_2,581823.4886136716,2806604.6185143506,0,0,0,0,1,1,1
RVC,1588U_1_2018,1588U_1,581815.4129807557,2806608.999204906,0,0,0,0,1,1,1
RVC,1590U_1_2018,1590U_1,584832.3264880973,2816707.873030018,0,0,0,0,1,1,1
RVC,1590U_2_2018,1590U_2,584845.9101606339,2816785.4823956224,0,0,0,0,1,0,1
RVC,1592U_2_2018,1592U_2,586027.2008826889,2823977.2695805337,0,0,1,1,1,1,1
RVC,1596U_1_2018,1596U_1,583375.1265997414,2808033.9097393095,0,0,0,0,1,1,1
RVC,1598U_2_2018,1598U_2,586247.0787744571,2811049.951354203,0,0,0,0,1,1,1
RVC,1598U_1_2018,1598U_1,586256.223127223,2811035.6129581803,0,0,0,0,1,1,1
RVC,1599U_1_2018,1599U_1,582818.845928771,2808026.0411878256,0,0,0,0,1,1,1
RVC,1599U_2_2018,1599U_2,582811.7699460245,2808031.534887551,0,0,0,0,1,1,1
RVC,1601U_2_2018,1601U_2,584443.6640382928,2808651.8994584754,0,0,0,0,1,0,1
RVC,1603U_1_2018,1603U_1,408852.2164435226,2707082.698563158,0,0,0,0,1,1,1
RVC,1603U_2_2018,1603U_2,408814.5755237127,2707060.7965320065,0,0,0,0,1,0,1
RVC,1635U_1_2018,1635U_1,571171.9840214057,2781322.7932022614,0,0,0,0,1,1,1
RVC,1637U_1_2018,1637U_1,571885.0741352607,2782380.7860662313,0,0,0,0,1,0,1
RVC,1637U_2_2018,1637U_2,571824.6662385128,2782368.2851774814,1,0,1,1,1,1,1
RVC,1660U_1_2018,1660U_1,577066.8348943235,2790163.304644282,1,0,0,1,1,1,1
RVC,1668U_1_2018,1668U_1,589447.4568166209,2819503.3019071734,0,1,0,1,1,1,1
RVC,1668U_2_2018,1668U_2,589425.3586429053,2819500.939211747,0,0,0,0,1,0,1
RVC,1693U_2_2018,1693U_2,469271.3253688033,2718382.789978822,0,0,0,0,1,1,1
RVC,1695U_2_2018,1695U_2,468027.40380277677,2717703.5263251113,0,0,0,0,1,1,1
RVC,1695U_1_2018,1695U_1,468043.6074078486,2717704.5964384945,0,0,0,0,1,1,1
RVC,1702U_2_2018,1702U_2,502919.7051553847,2729737.117174365,1,1,1,1,1,1,1
RVC,1702U_1_2018,1702U_1,502938.92541358806,2729744.8719020705,0,0,0,0,1,1,1
RVC,1708U_2_2018,1708U_2,541687.3172538099,2750965.095153636,0,0,0,0,1,1,1
RVC,1708U_1_2018,1708U_1,541666.1645048088,2750945.099761681,0,0,0,0,1,1,1
RVC,1722U_1_2018,1722U_1,563719.8021132682,2767145.855387184,1,0,0,1,1,1,1
RVC,1725U_1_2018,1725U_1,589761.1578754638,2828909.1925351187,0,0,0,0,1,1,1
RVC,1782U_1_2018,1782U_1,538640.269084859,2748235.589857551,0,1,0,1,1,1,1
RVC,1801U_1_2018,1801U_1,586352.3827741308,2805460.1257430245,0,1,0,1,1,0,1
RVC,1801U_2_2018,1801U_2,586341.2721492075,2805466.6992396796,0,0,0,0,1,0,1
RVC,1802U_2_2018,1802U_2,586458.256530846,2806052.192218047,0,0,1,1,1,1,1
RVC,1802U_1_2018,1802U_1,586469.3738625466,2806044.5114051285,0,0,0,0,1,1,1
RVC,1803U_2_2018,1803U_2,590656.2893345082,2830659.580770128,0,1,0,1,1,1,1
RVC,1803U_1_2018,1803U_1,590773.4903642355,2830704.679474911,0,0,0,0,1,0,1
RVC,1816U_1_2018,1816U_1,459316.9218423736,2714824.1112892167,1,0,1,1,1,1,1
RVC,1816U_2_2018,1816U_2,459333.05223471613,2714798.5976565555,0,1,0,1,1,1,1
RVC,1863U_1_2018,1863U_1,588097.1148275218,2812221.493135898,0,0,0,0,1,1,1
RVC,1005_1_2022,1005_1,494752.0199668486,2731351.0511171287,0,0,0,0,1,1,1
RVC,1015_1_2022,1015_1,526155.9901791877,2742613.403024613,0,0,0,0,1,0,1
RVC,1022_1_2022,1022_1,559864.1760808178,2769959.9195703054,0,1,0,1,1,1,1
RVC,1031_1_2022,1031_1,583942.4414692225,2809335.386470936,0,0,0,0,1,1,1
RVC,1032_1_2022,1032_1,581631.1742491391,2805799.439288938,0,1,0,1,1,1,1
RVC,1042_1_2022,1042_1,572578.6476794158,2788946.934497788,0,0,0,0,1,1,1
RVC,1045_1_2022,1045_1,586569.3429035001,2822964.096364195,0,0,0,0,1,1,1
RVC,1046_1_2022,1046_1,442727.1297419817,2714568.926035244,0,0,0,0,1,1,1
RVC,1055_1_2022,1055_1,442616.7364084859,2715802.881821523,0,0,0,0,1,0,1
RVC,1060_1_2022,1060_1,425279.16368569655,2710312.9266831144,0,0,1,1,1,1,1
RVC,1063_1_2022,1063_1,455064.0474170955,2718238.6314322627,0,0,0,0,1,1,1
RVC,1066_1_2022,1066_1,439714.7467847474,2714290.387171597,0,0,0,0,1,1,1
RVC,1069_1_2022,1069_1,435311.92688570946,2712786.453661302,0,0,0,0,1,1,1
RVC,1073_1_2022,1073_1,506166.8306202609,2732832.919536178,0,0,0,0,1,0,1
RVC,1078_1_2022,1078_1,574779.863439719,2789492.6785309715,0,0,0,0,1,1,1
RVC,1081_1_2022,1081_1,573726.9151509693,2791755.9909675755,0,0,0,0,1,1,1
RVC,1087_1_2022,1087_1,440134.4681003034,2712017.560020758,0,0,0,0,1,0,1
RVC,1092_1_2022,1092_1,461034.1819029427,2717208.650701473,0,0,0,0,1,1,1
RVC,1129_1_2022,1129_1,579492.3144830471,2792597.05374966,0,0,0,0,1,1,1
RVC,1134_1_2022,1134_1,575829.4841799645,2788785.3395765168,0,0,0,0,1,1,1
RVC,1135_1_2022,1135_1,555757.8547389279,2761929.8293891656,0,0,0,0,1,1,1
RVC,1149_1_2022,1149_1,577555.2987213854,2791234.7544757985,0,0,0,0,1,1,1
RVC,1159_1_2022,1159_1,588310.4454998234,2813884.1169683,0,0,0,0,1,0,1
RVC,1168_1_2022,1168_1,442436.2524250648,2710831.976121996,0,0,0,0,1,0,1
RVC,1177_1_2022,1177_1,568467.8054515854,2776072.089479188,0,0,0,0,1,1,1
RVC,1184_1_2022,1184_1,589973.4531627503,2823045.282883603,0,0,0,0,1,1,1
