OBJECTID,NAME,ZONE_TYPE,REGULATION,AREA,MIN_ALL,MAX_ALL,RANGE_ALL,MEAN_ALL,STD_ALL,SUM_ALL,MEDIAN_ALL,PCT90_ALL,PCT10_ALL,MIN_INV,MAX_INV,RANGE_INV,MEAN_INV,STD_INV,SUM_INV,MEDIAN_INV,PCT90_INV,PCT10_INV,MIN_SCA,MAX_SCA,RANGE_SCA,MEAN_SCA,STD_SCA,SUM_SCA,MEDIAN_SCA,PCT90_SCA,PCT10_SCA
35,Rodriguez Key Wildlife Management Area,WMA,No Motor,1737475,0.063608497,0.678196788,0.61458829,0.219257782,0.109506186,15238.19661,0.189223424,0.361033869,0.115514229,0.0776719,0.995360494,0.917688593,0.348923076,0.181698858,24249.80486,0.294021487,0.608685923,0.168954396,0.053378668,0.580990016,0.527611349,0.132814253,0.08193461,9230.457768,0.092152297,0.256193286,0.071278079
36,Pelican Shoal Wildlife Management Area,WMA,No Access,15650,0.282094419,0.951821387,0.669726968,0.786886425,0.110851315,492.5909019,0.805025101,0.902273387,0.670401394,0.324340522,0.992295504,0.667954981,0.795012018,0.111722863,497.677523,0.787653029,0.936372012,0.684838742,0.253037006,0.939172328,0.686135322,0.781469365,0.118977067,489.1998224,0.814547509,0.889680982,0.637691498
37,Mud Keys Wildlife Management Area,WMA,Idle Speed,26025,0.183380008,0.735691011,0.552311003,0.528476275,0.099621635,550.1438021,0.535236716,0.650298774,0.408517063,0.151904494,0.991632998,0.839728504,0.668974769,0.183708317,696.402735,0.687687039,0.900800467,0.447284013,0.142483667,0.577017009,0.434533343,0.434810611,0.084828184,452.6378457,0.447499335,0.537817955,0.310388893
38,Mud Keys Wildlife Management Area,WMA,Idle Speed,25475,0.194848254,0.715110004,0.52026175,0.522731719,0.096381161,532.6636212,0.543787241,0.625518227,0.38836078,0.153381497,0.957564473,0.804182976,0.637254106,0.151269736,649.361934,0.631053507,0.8274369,0.448835897,0.136277899,0.577927589,0.44164969,0.44638346,0.093503014,454.8647458,0.46814099,0.549651623,0.298761606
39,Mud Keys Wildlife Management Area,WMA,No Entry,73825,0.225938797,0.731707573,0.505768776,0.568093156,0.077023053,1677.57909,0.571319222,0.661675572,0.475166512,0.196319491,0.991494536,0.795175046,0.722024749,0.143136138,2132.139084,0.747761488,0.892615736,0.53689599,0.142401338,0.601018667,0.45861733,0.465472095,0.080033884,1374.539095,0.485915005,0.54942199,0.341393769
40,Marquesas Keys Wildlife Management Area,WMA,Idle Speed,24550,0.168308914,0.707923412,0.539614499,0.455013767,0.120920555,446.8235187,0.453356132,0.617731923,0.279071036,0.256962001,0.995133996,0.738171995,0.706452849,0.167314806,693.7366975,0.725149751,0.927817762,0.46555081,0.078477867,0.531066656,0.452588789,0.28738771,0.10966035,282.2147317,0.262491733,0.454448617,0.159816657
41,Marquesas Keys Wildlife Management Area,WMA,No Access,81150,0.176923305,0.711274207,0.534350902,0.463527293,0.138897537,1504.609593,0.464188829,0.652583778,0.286214694,0.140262499,0.999683976,0.859421477,0.743309447,0.194517444,2412.782466,0.751570761,0.982925236,0.491484761,0.078971766,0.542545319,0.463573553,0.277005856,0.128613672,899.1610085,0.265980765,0.449660987,0.112296168
42,Marquesas Keys Wildlife Management Area,WMA,No Motor,89425,0.194933236,0.708097994,0.513164759,0.446823761,0.125503758,1598.288592,0.437036693,0.622874582,0.284720516,0.195718005,0.998163462,0.802445456,0.74753107,0.163383813,2673.918638,0.755515993,0.956493211,0.523755109,0.0771126,0.539169669,0.462057069,0.246352222,0.117593826,881.2018976,0.221580923,0.418648767,0.113353565
43,Marquesas Keys Wildlife Management Area,WMA,No Motor,48300,0.214467838,0.687061191,0.472593352,0.407082323,0.129600692,786.4830484,0.370851323,0.611287457,0.259332433,0.290966988,0.998839021,0.707872033,0.717557642,0.174641663,1386.321364,0.69096002,0.971765971,0.499783489,0.074170664,0.482950658,0.408779994,0.200098778,0.109402081,386.5908382,0.150622904,0.387361526,0.096657937
44,Lower Harbor Keys Wildlife Management Area,WMA,Idle Speed,6550,0.269912571,0.744948804,0.475036234,0.606582927,0.098773836,158.9247268,0.624694377,0.714646059,0.473918274,0.260397017,0.999902964,0.739505947,0.81037003,0.18052234,212.3169479,0.911203206,0.993383241,0.566931856,0.163270697,0.591578007,0.42830731,0.470724855,0.091155673,123.329912,0.489811674,0.562283403,0.330728239
45,Lower Harbor Keys Wildlife Management Area,WMA,Idle Speed,89325,0.194199517,0.74696517,0.552765653,0.523781503,0.120013658,1871.471311,0.55091083,0.656911826,0.336224264,0.178557992,0.999660492,0.8211025,0.76694561,0.182626398,2740.296664,0.806032002,0.966791511,0.489916199,0.101196967,0.626620352,0.525423385,0.361672099,0.117450147,1292.254408,0.364298344,0.521903217,0.210343549
46,Lower Harbor Keys Wildlife Management Area,WMA,Idle Speed,45725,0.109727159,0.759499609,0.64977245,0.497073907,0.112532096,909.1481761,0.512058616,0.636029828,0.344646537,0.166948497,0.999250531,0.832302034,0.714048081,0.148615396,1305.99394,0.714965463,0.914222789,0.525082803,0.071579598,0.599665701,0.528086103,0.352424458,0.114134529,644.584333,0.36000067,0.51053468,0.187996584
47,Litle Crane Key Wildlife Management Area,WMA,No Access,57950,0.063364021,0.931882977,0.868518956,0.256943587,0.201592352,595.5952336,0.195218056,0.649952954,0.099903007,0.069374651,0.948078036,0.878703386,0.312764433,0.205844191,724.9879568,0.261091754,0.721777284,0.126939811,0.058131598,0.930509984,0.872378387,0.219729689,0.201104712,509.333418,0.148400165,0.592640853,0.080306722
48,Little Mullet Key Wildlife Management Area,WMA,No Access,166825,0.160799459,0.723937392,0.563137934,0.391187284,0.151832779,2610.392749,0.363451213,0.610737586,0.193810812,0.123729996,0.995862007,0.872132011,0.578682275,0.240644109,3861.546822,0.594218016,0.876378965,0.182452407,0.074056633,0.551384687,0.477328055,0.266190624,0.124520855,1776.290033,0.215047359,0.455265433,0.129249886
49,Horseshoe Keys Wildlife Management Area,WMA,No Access,848050,0.138549075,0.733042777,0.594493702,0.33223821,0.122663114,11270.18455,0.302237302,0.521215373,0.195902619,0.07440345,0.997861505,0.923458055,0.501586002,0.251103043,17014.80035,0.493779242,0.84489817,0.1801579,0.045481499,0.560433328,0.514951829,0.219339682,0.084176924,7440.440676,0.220600784,0.337670776,0.096978033
50,East Harbor Keys Wildlife Management Area,WMA,No Access,70725,0.193239912,0.714635789,0.521395877,0.473718367,0.127114745,1340.149261,0.46382907,0.650783825,0.306833702,0.160982996,0.999160528,0.838177532,0.752804373,0.169211502,2129.683571,0.772388458,0.962498689,0.527570605,0.084662698,0.576920152,0.492257454,0.28766103,0.136807802,813.7930537,0.251770437,0.482314533,0.130337045
51,Eastern Lake Surprise Wildlife Management Area,WMA,Idle Speed,1129450,0.052827593,0.651023626,0.598196033,0.260834807,0.124444664,11783.99493,0.233296931,0.445887837,0.123774686,0.120215505,0.99999249,0.879776984,0.521416021,0.222251746,23556.53299,0.484474018,0.867519331,0.250482664,0.007381127,0.418381333,0.411000207,0.087113999,0.069246412,3935.636233,0.067298915,0.16984428,0.02642298
52,East Content Keys Wildlife Management Area,WMA,Idle Speed,77500,0.163021088,0.680449784,0.517428696,0.407852853,0.139135097,1264.343844,0.392438784,0.617637849,0.2234607,0.138236195,0.9987005,0.860464305,0.619409099,0.23065216,1920.168207,0.625996023,0.955626655,0.264151964,0.076532602,0.531488657,0.454956055,0.266815356,0.099506936,827.1276036,0.245182134,0.411561435,0.142001255
53,Dove Key Wildlife Management Area,WMA,No Entry,348925,0.082501397,0.742209613,0.659708217,0.323147463,0.139037785,4510.169143,0.320444763,0.505489552,0.151945052,0.066437401,0.985943019,0.919505619,0.520956444,0.195871568,7270.989083,0.523386002,0.780433607,0.269247711,0.049813431,0.600896358,0.551082928,0.19127481,0.117024139,2669.622518,0.150760904,0.346697992,0.068709409
54,Crocodile Lake Wildlife Management Area,WMA,No Access,631575,0.082430646,0.700747788,0.618317142,0.414516697,0.112416514,10471.93532,0.419920892,0.573619056,0.261930847,0.142767504,1,0.857232496,0.811748349,0.170209894,20507.19853,0.861803055,0.987354314,0.556863022,0.011260143,0.501247346,0.489987203,0.149695596,0.089093243,3781.759841,0.124602363,0.301281977,0.051137246
55,Crocodile Lake Wildlife Management Area,WMA,No Access,64450,0.070113383,0.63584286,0.565729477,0.432305263,0.118928328,1114.482969,0.428864375,0.591942918,0.271046221,0.162936494,0.999988496,0.837052003,0.834818082,0.1596023,2152.161014,0.872247219,0.994409746,0.596163583,0.00823131,0.393124044,0.384892734,0.163963385,0.101664152,422.6976062,0.134838648,0.325777712,0.048762633
